treeID,species,genus,dataset,data_type,tree_H,filename,fractal_dimension
136,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.726000369,/train_data/00136.laz,1.188972746961962
137,Eucalyptus_miniata,Eucalyptus,Luck,TLS,3.442999899,/train_data/00137.laz,1.0253012774212316
139,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.059999645,/train_data/00139.laz,1.1981027759806717
140,Eucalyptus_miniata,Eucalyptus,Luck,TLS,18.22300071,/train_data/00140.laz,1.4945688546621074
141,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.8759999,/train_data/00141.laz,1.4102513587838716
142,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.660000026,/train_data/00142.laz,1.213509903050459
143,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.093999922,/train_data/00143.laz,1.2296563287524251
144,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.40800017,/train_data/00144.laz,1.420751002703886
145,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.30099982,/train_data/00145.laz,1.2577733103417175
146,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.153000057,/train_data/00146.laz,1.1355321234642992
147,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.94500083,/train_data/00147.laz,1.4975601906361231
150,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.092999637,/train_data/00150.laz,1.278625218276438
151,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.00499922,/train_data/00151.laz,1.4456468537032956
152,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.38600028,/train_data/00152.laz,1.3740213075968355
153,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.12200087,/train_data/00153.laz,1.458024601006858
155,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.840000331,/train_data/00155.laz,1.336714212187271
156,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.215000212,/train_data/00156.laz,1.210373583459193
157,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.11099955,/train_data/00157.laz,1.3049329860000725
158,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.356999844,/train_data/00158.laz,1.169042661896351
159,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.17000026,/train_data/00159.laz,1.4265864312707348
160,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.94599959,/train_data/00160.laz,1.3535293131701547
161,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.015000403,/train_data/00161.laz,1.235078150312706
162,Eucalyptus_miniata,Eucalyptus,Luck,TLS,18.28200072,/train_data/00162.laz,1.4816697588831467
163,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.662000299,/train_data/00163.laz,1.2595113152745883
165,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.203999698,/train_data/00165.laz,1.23863855572717
167,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.995999515,/train_data/00167.laz,1.2373713123038013
168,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.97600043,/train_data/00168.laz,1.4809591146884846
169,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.847000301,/train_data/00169.laz,1.2125718556475977
170,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.661999613,/train_data/00170.laz,1.3115861156509843
171,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.762999713,/train_data/00171.laz,1.222243542268536
172,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.184999526,/train_data/00172.laz,1.2126348155705196
173,Eucalyptus_miniata,Eucalyptus,Luck,TLS,19.33699912,/train_data/00173.laz,1.4571274173843425
174,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.392999828,/train_data/00174.laz,1.246557017647658
175,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.56800002,/train_data/00175.laz,1.499026737434155
176,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.988000363,/train_data/00176.laz,1.3282925680864925
177,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.138999999,/train_data/00177.laz,1.2901819126540959
178,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.340000063,/train_data/00178.laz,1.2020198298245333
180,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.495999992,/train_data/00180.laz,1.0686409101794483
181,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.73999953,/train_data/00181.laz,1.3178983222943328
182,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.201000392,/train_data/00182.laz,1.2497178246452505
183,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.970999897,/train_data/00183.laz,1.3687241894432447
186,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.866999686,/train_data/00186.laz,1.2257233255903477
189,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.154999912,/train_data/00189.laz,1.209962699768152
190,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.48400038,/train_data/00190.laz,1.4295078209148144
191,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.74600005,/train_data/00191.laz,1.3877556402016789
193,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.552999675,/train_data/00193.laz,1.272660909633145
195,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.68100031,/train_data/00195.laz,1.4454238257930279
196,Eucalyptus_miniata,Eucalyptus,Luck,TLS,21.12000006,/train_data/00196.laz,1.5814747950399497
197,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.64899987,/train_data/00197.laz,0.9402326197094363
198,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.10399958,/train_data/00198.laz,1.234933594395946
199,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.32000014,/train_data/00199.laz,1.4885210950101198
200,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.37200087,/train_data/00200.laz,1.5100974002878278
201,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.049000353,/train_data/00201.laz,1.214389390034692
203,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.468000114,/train_data/00203.laz,1.1997593629227554
206,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.98899955,/train_data/00206.laz,1.4752676821044979
207,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.944999605,/train_data/00207.laz,1.232888335040755
209,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.22799987,/train_data/00209.laz,1.3559362759868159
210,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.64100039,/train_data/00210.laz,1.4226122776190149
211,Eucalyptus_miniata,Eucalyptus,Luck,TLS,3.812000036,/train_data/00211.laz,1.0584835161804436
213,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.646000028,/train_data/00213.laz,1.154479734992496
214,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.213000208,/train_data/00214.laz,1.2399356567843607
215,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.165000141,/train_data/00215.laz,1.2533557408688392
217,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.33700031,/train_data/00217.laz,1.2129763432940417
218,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.474999875,/train_data/00218.laz,1.2404113779020551
219,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.362000048,/train_data/00219.laz,1.2610326835512804
220,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.03200072,/train_data/00220.laz,1.4893058789185987
221,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.274000347,/train_data/00221.laz,1.2648765448478856
222,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.340000331,/train_data/00222.laz,1.25608629827751
223,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.845000446,/train_data/00223.laz,1.3789005913029622
224,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.81400031,/train_data/00224.laz,1.5150894055534454
225,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.889000058,/train_data/00225.laz,1.2711481649696705
226,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.686000109,/train_data/00226.laz,1.2821484375274688
227,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.338999927,/train_data/00227.laz,1.3435178219927881
231,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.774000227,/train_data/00231.laz,1.236490595301237
233,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.44999999,/train_data/00233.laz,1.3206971941559877
234,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.916999996,/train_data/00234.laz,1.2285806564175488
235,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.920000374,/train_data/00235.laz,1.2019144103282529
237,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.46299952,/train_data/00237.laz,1.3533925342485107
240,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.32300013,/train_data/00240.laz,1.2775791432103039
241,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.699999869,/train_data/00241.laz,1.2410348774610254
242,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.828999698,/train_data/00242.laz,1.2873611964211757
244,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.948999584,/train_data/00244.laz,1.2953417236550258
245,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.709999532,/train_data/00245.laz,1.2293358539040917
246,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.426999956,/train_data/00246.laz,1.2405046768015113
247,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.805999935,/train_data/00247.laz,1.3224952523178068
248,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.225999892,/train_data/00248.laz,1.3041980595934926
249,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.518999755,/train_data/00249.laz,1.2170562465475248
250,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.43099993,/train_data/00250.laz,1.385459703089787
253,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.24000037,/train_data/00253.laz,1.3347754116947639
254,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.97999972,/train_data/00254.laz,1.314753688952189
256,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.824000418,/train_data/00256.laz,1.2767642504800496
257,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.104999721,/train_data/00257.laz,1.237757461301291
259,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.92800063,/train_data/00259.laz,1.5056829241228116
260,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.164999872,/train_data/00260.laz,1.1645240890391417
261,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.656999588,/train_data/00261.laz,1.3563107645957322
262,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.54700011,/train_data/00262.laz,1.1677720430621097
263,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.73099959,/train_data/00263.laz,1.3981404052710817
264,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.947999597,/train_data/00264.laz,1.2026406137667127
265,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.63799959,/train_data/00265.laz,1.3740976006434253
266,Eucalyptus_miniata,Eucalyptus,Luck,TLS,19.63600081,/train_data/00266.laz,1.5189657486739183
267,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.512999713,/train_data/00267.laz,1.2140568402345182
269,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.974000037,/train_data/00269.laz,1.1922721340737894
270,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.06800002,/train_data/00270.laz,1.3273461332523435
271,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.570000291,/train_data/00271.laz,1.2121344378153904
272,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.36800015,/train_data/00272.laz,1.0750979368331854
273,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.91100043,/train_data/00273.laz,1.375284594667754
274,Eucalyptus_miniata,Eucalyptus,Luck,TLS,2.90899989,/train_data/00274.laz,1.0282960605996225
275,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.05700022,/train_data/00275.laz,1.2147006949148544
276,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.5670003,/train_data/00276.laz,1.1788756635740965
278,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.68400031,/train_data/00278.laz,1.3547879476315805
280,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.573000401,/train_data/00280.laz,1.304652343676083
281,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.774000078,/train_data/00281.laz,1.1866618593834903
282,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.209999681,/train_data/00282.laz,1.1401665404292165
283,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.401000082,/train_data/00283.laz,1.1676749181645103
284,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.90700045,/train_data/00284.laz,1.2888552627781564
285,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.08000037,/train_data/00285.laz,1.384514885958603
286,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.616000086,/train_data/00286.laz,1.2439430959845905
287,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.81999987,/train_data/00287.laz,1.5293331264494137
288,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.821000159,/train_data/00288.laz,1.2169823953807215
289,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.13299987,/train_data/00289.laz,1.3424432833807898
290,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.333999783,/train_data/00290.laz,1.2798055837940872
291,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.71999991,/train_data/00291.laz,1.2784544965889288
292,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.51000029,/train_data/00292.laz,1.3770172009222936
293,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.387000114,/train_data/00293.laz,1.1979469519366246
294,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.28300017,/train_data/00294.laz,1.4225997688334224
295,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.62399966,/train_data/00295.laz,1.2737642492904417
296,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.115000159,/train_data/00296.laz,1.034179547955595
297,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.95300025,/train_data/00297.laz,1.393283733798577
298,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.01700079,/train_data/00298.laz,1.4240175477153556
300,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.02700007,/train_data/00300.laz,1.4257364113156126
301,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.234000385,/train_data/00301.laz,1.242979059508352
303,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.15600032,/train_data/00303.laz,1.4827643037695724
304,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.64500016,/train_data/00304.laz,1.172506084323326
305,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.056999803,/train_data/00305.laz,1.3000033104684448
306,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.01099974,/train_data/00306.laz,1.227647332463681
307,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.49799973,/train_data/00307.laz,1.5236772516095909
309,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.792000115,/train_data/00309.laz,1.2128664180527504
310,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.74200007,/train_data/00310.laz,1.2420819698653314
311,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.058000177,/train_data/00311.laz,1.111929247146076
313,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.1269995,/train_data/00313.laz,1.3925620849054758
315,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.72099963,/train_data/00315.laz,1.292987697007862
317,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.828999996,/train_data/00317.laz,1.134534065054585
318,Eucalyptus_miniata,Eucalyptus,Luck,TLS,1.952000111,/train_data/00318.laz,0.8722034981485128
319,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.585000008,/train_data/00319.laz,1.2483331335581878
320,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.354999602,/train_data/00320.laz,1.1337441892146718
321,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.694999754,/train_data/00321.laz,1.2016597771548607
322,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.843000472,/train_data/00322.laz,1.1849863320063303
323,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.45900008,/train_data/00323.laz,1.4698894407682548
324,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.55400008,/train_data/00324.laz,1.2429252923841698
326,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.0249998,/train_data/00326.laz,1.2993958695555998
327,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.86800021,/train_data/00327.laz,1.4094637021601844
328,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.720000446,/train_data/00328.laz,1.2384197255134415
329,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.117999524,/train_data/00329.laz,1.2209060521348845
330,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.567000151,/train_data/00330.laz,1.1936052327966937
331,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.92699927,/train_data/00331.laz,1.5286929560479106
332,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.699000061,/train_data/00332.laz,1.17987953211547
333,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.19999999,/train_data/00333.laz,1.5207938993073025
335,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.35399958,/train_data/00335.laz,1.3188535888551354
336,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.064999759,/train_data/00336.laz,1.1988018471233997
337,Eucalyptus_miniata,Eucalyptus,Luck,TLS,18.07399917,/train_data/00337.laz,1.491936111696769
339,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.24500006,/train_data/00339.laz,1.3908896948527754
340,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.017000347,/train_data/00340.laz,1.1974810140622847
342,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.07800025,/train_data/00342.laz,1.3907965121136305
344,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.910000026,/train_data/00344.laz,1.2455175637556717
345,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.624999911,/train_data/00345.laz,1.2026431924772794
346,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.16300029,/train_data/00346.laz,1.4105438554923788
348,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.757000148,/train_data/00348.laz,1.242725248024996
349,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.547999561,/train_data/00349.laz,1.2445096729764884
350,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.083999813,/train_data/00350.laz,1.1127942308335517
351,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.974999607,/train_data/00351.laz,1.1480758095793306
352,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.13600028,/train_data/00352.laz,1.2995742454668722
353,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.674000233,/train_data/00353.laz,1.325844411440743
355,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.453999817,/train_data/00355.laz,1.2496993094641289
356,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.100999951,/train_data/00356.laz,1.1084546057850033
357,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.19699973,/train_data/00357.laz,1.3128173054075782
362,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.835999668,/train_data/00362.laz,1.2068595867830931
363,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.84000033,/train_data/00363.laz,1.3474333042413487
364,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.31999961,/train_data/00364.laz,1.2950598946170016
365,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.569000065,/train_data/00365.laz,1.1157121904040284
366,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.762999713,/train_data/00366.laz,1.16880273776249
367,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.093000323,/train_data/00367.laz,1.290780039857804
368,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.58400023,/train_data/00368.laz,1.2407071427650045
369,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.85200042,/train_data/00369.laz,1.60025249760196
370,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.863000095,/train_data/00370.laz,1.181976246493307
371,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.201000392,/train_data/00371.laz,1.3848169267632564
372,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.190999895,/train_data/00372.laz,1.2306099640885364
375,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.535999954,/train_data/00375.laz,1.2231102263622093
376,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.361999571,/train_data/00376.laz,1.2323864074125277
378,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.77900046,/train_data/00378.laz,1.404872745978738
379,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.61100024,/train_data/00379.laz,1.332544394037558
380,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.920999587,/train_data/00380.laz,1.2381422826568638
382,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.153,/train_data/00382.laz,1.2544912083631783
383,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.199,/train_data/00383.laz,1.1782437609207754
384,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.126,/train_data/00384.laz,1.1542306492975638
