filename,num_points,height,crown_diameter,crown_area,volume,point_density,dbh_approx,p10_height_rel,p50_height_rel,p90_height_rel
00101.laz,34551,9.192,2.313,3.1228079999999996,11.807733026999996,2926.1332315859795,0.10199999999999998,0.26512184508268055,0.8141862489120975,0.9609442993907746
00102.laz,46674,8.28,2.829,4.459721,13.198392500166662,3536.3397473904965,0.09299999999999997,0.3703623188405798,0.7684782608695653,0.9333333333333333
00104.laz,19313,8.801,2.032,2.1988880000000006,7.314395902666664,2640.40944146309,0.07899999999999996,0.21838427451425974,0.8416089080786274,0.9581865697079877
00105.laz,355102,17.839,9.827,41.48972599999998,267.0892819081667,1329.5254585397206,0.28550000000000014,0.2664387017209485,0.7499859857615337,0.8723583160491061
00106.laz,50518,9.365,2.908,5.230865000000001,18.967315233999994,2663.4238624053446,0.09449999999999995,0.30012813667912447,0.8359850507207688,0.9636946075814202
00107.laz,36991,7.231,2.162,1.9011805,6.306443341999999,5865.588255371344,0.3075000000000001,0.23482229290554557,0.7427741667819113,0.9297469229705435
00108.laz,41384,8.185,1.097,0.8409764999999999,2.3944872701666666,17283.031952439444,0.358,0.16350641417226636,0.4907758094074527,0.8897617593158221
00109.laz,807854,21.124,11.65,73.63867849999998,587.3346260705,1375.4578125333107,0.3839999999999999,0.34837152054535125,0.7618822192766522,0.88714258663132
00110.laz,181380,15.394,5.398,9.106468000000001,53.836581136833324,3369.0846664092014,0.247,0.23145381317396388,0.7465246199818112,0.9393270105235807
00111.laz,53280,8.808,3.407,5.2308855,17.701639465833335,3009.890699832517,0.08399999999999999,0.36909627611262485,0.8935059037238874,0.9532243415077204
00112.laz,381913,18.38,6.579,21.20422,151.95714258250004,2513.2941664302034,0.3580000000000001,0.19934711643090317,0.7319912948857454,0.9345484221980414
00113.laz,35297,6.908,1.792,1.8256375,4.9388391731666665,7146.821097510734,0.2575,0.2474811812391431,0.8828894035900405,0.9422408801389693
00114.laz,288970,13.506,4.891,14.631293499999996,74.58637863666664,3874.2999094735837,0.2749999999999998,0.3799052273063824,0.8195616762920184,0.9440248778320747
00115.laz,46341,9.23,2.7960000000000003,3.5698060000000003,12.660900507166664,3660.166192267984,0.10350000000000004,0.2210184182015168,0.8573131094257854,0.9575297941495126
00116.laz,25898,7.62,1.5050000000000001,1.5387795000000002,4.650648419666668,5568.685839695494,0.08450000000000005,0.23425196850393704,0.8853018372703413,0.9509186351706037
00117.laz,41699,7.4990000000000006,2.432,3.380467,9.337172795833334,4465.912853043479,0.07300000000000006,0.333751166822243,0.9021202827043606,0.9535938125083343
00118.laz,291869,14.337,7.041,30.4764295,170.18865999266671,1714.973253873533,0.19499999999999984,0.4680198088860989,0.8383901792564693,0.9447583176396736
00119.laz,30319,9.378,3.856,4.788223500000001,16.868502886000005,1797.3734957334725,0.08399999999999996,0.18029430582213696,0.8935807208359993,0.9482832160375347
00121.laz,262586,21.003,6.635,30.3587925,240.0714286496667,1093.782802380822,0.2730000000000003,0.22458696376708093,0.7696995667285625,0.8710660381850213
00122.laz,55227,9.356,2.838,4.443824500000001,16.76629547900001,3293.929781278905,0.08000000000000002,0.38403163745190255,0.8454467721248397,0.9489097905087645
00123.laz,764102,20.872,14.5,112.491351,911.1623666764998,838.6013601363846,0.4304999999999999,0.4437044844768111,0.7568033729398237,0.8719816021464162
00124.laz,13616,5.768,1.933,1.756723,3.6782029376666667,3701.8077117402204,0.07700000000000001,0.2245145631067961,0.8841886269070737,0.9407073509015257
00125.laz,29285,8.111,2.199,3.2492645000000007,9.803957181333333,2987.0591495195877,0.1265,0.29150536308716557,0.9240537541610159,0.9642460855628158
00126.laz,181752,10.379,5.187,9.903159500000001,43.06788484016669,4220.128308472011,0.13700000000000012,0.5217265632527218,0.7326332016571925,0.9164659408420851
00127.laz,30596,8.442,2.153,1.945289,8.20466157233333,3729.099577144262,0.48000000000000004,0.1890547263681592,0.9271499644633973,0.9722814498933902
00128.laz,2982,2.2800000000000002,0.169,0.018327000000000003,0.025787785666666667,115636.1402466028,0.10950000000000001,0.07456140350877193,0.41798245614035084,0.8390350877192981
00129.laz,26689,8.493,1.26,0.883089,3.371809132166666,7915.335344871704,0.07299999999999998,0.24429530201342284,0.5191334039797479,0.7733427528552926
00130.laz,430481,16.565,8.961,43.722153999999996,258.18792553149996,1667.316545163068,0.21799999999999975,0.5399939631753697,0.8143676426199818,0.9063084817386055
00132.laz,23393,6.179,2.0020000000000002,2.5267945000000003,6.091107175833332,3840.5168920377064,0.09099999999999997,0.28697200194206185,0.8739278200356045,0.9536818255381129
00133.laz,33120,7.409,1.865,2.3220665,6.869318084666664,4821.439274144074,0.09849999999999998,0.21311917937643407,0.8706977999730059,0.947766230260494
00134.laz,56108,8.42,3.161,4.587170000000001,14.61228904266667,3839.7816958157136,0.10199999999999998,0.2915676959619953,0.8194180522565321,0.9365795724465559
00135.laz,78317,11.667,2.895,4.591615000000001,27.507620376666676,2847.1019640227532,0.11750000000000005,0.24760435416130977,0.904688437473215,0.9669152309934003
00136.laz,28240,7.726,1.5330000000000001,1.2835380000000003,4.604320565999998,6133.369646009137,0.08349999999999996,0.2549702303908879,0.5742298731555786,0.8798860988868755
00137.laz,22372,3.443,1.331,1.0781185000000004,1.4140561416666662,15821.15401276177,0.252,0.44060412431019463,0.7995933778681382,0.9108335753703166
00139.laz,27529,9.06,1.934,2.190007,8.435718293499999,3263.385409777376,0.1325,0.15030905077262696,0.6757174392935982,0.9609492273730684
00140.laz,381428,18.223,9.613,55.616052500000016,379.77881027716643,1004.3425006298534,0.26550000000000007,0.26779344784064096,0.8968885474400484,0.9581298359216376
00141.laz,206276,12.876,5.705,17.7592405,81.24929637766664,2538.803524416736,0.15849999999999986,0.498524386455421,0.8647872009940976,0.9384902143522833
00142.laz,33632,8.66,2.184,2.718924499999999,9.614033026666664,3498.2197280490036,0.09149999999999997,0.23153579676674366,0.793418013856813,0.9598152424942262
00143.laz,41082,8.094,2.209,2.9909840000000005,8.816221620999993,4659.819338268882,0.11899999999999997,0.22127501853224615,0.8917716827279467,0.9573758339510751
00144.laz,123271,13.408,6.384,10.835533,42.262411576999995,2916.7999505992793,0.22300000000000003,0.20353520286396182,0.7986276849642006,0.9322046539379476
00145.laz,41807,8.301,2.347,2.7424155,8.293647796833332,5040.845840591722,0.12,0.29172388868810994,0.8992892422599686,0.9454282616552222
00146.laz,22759,7.1530000000000005,1.738,1.8568910000000003,6.025158524333333,3777.328000265058,0.41,0.20352299734377186,0.8031595134908429,0.9439396057598209
00147.laz,437950,15.945,11.239,55.04151999999999,323.72982095349994,1352.825633147051,0.2975,0.342238946378175,0.8844778927563499,0.9306992787707745
00150.laz,59318,9.093,4.271,4.6405025,16.879352551666667,3514.23431784076,0.09499999999999997,0.3713845815462444,0.7781810183657759,0.9244473771032663
00151.laz,324824,17.005,7.6610000000000005,39.83859849999999,256.37543719933325,1266.9856502183072,0.238,0.43120258747427265,0.8006468685680683,0.9078506321670098
00152.laz,89207,10.386000000000001,3.039,4.8389985,18.370945891833326,4855.874081021399,0.10199999999999998,0.3178316965145388,0.8564413633737723,0.9478143654920084
00153.laz,314549,17.122,8.104000000000001,36.795788,225.67653283916664,1393.804646157739,0.261,0.36204882607172056,0.8522368882139937,0.9370400654129191
00155.laz,69279,9.84,2.6670000000000003,4.2297505000000015,15.01573895916667,4613.758949086365,0.10599999999999993,0.3489837398373984,0.918089430894309,0.9573170731707317
00156.laz,33466,8.215,2.226,2.0805399999999996,6.637503613499996,5041.955823863299,0.08050000000000003,0.21631162507608037,0.799026171637249,0.9567863664029216
00157.laz,41128,12.111,2.257,2.4036590000000007,12.621239373333328,3258.634020276719,0.13899999999999996,0.12542316901989928,0.660886797126579,0.8781273222690116
00158.laz,35230,7.357,1.952,2.5389985000000004,7.2630821285000025,4850.557845375187,0.11549999999999999,0.2526845181459834,0.7945494087263829,0.948348511621585
00159.laz,52918,11.17,0.521,0.12472849999999999,0.8174659659999997,64734.193472220984,0.23150000000000004,0.06911369740376007,0.37788719785138764,0.8520143240823634
00160.laz,93247,10.946,3.5300000000000002,5.8683925,24.061701799666675,3875.3285522511023,0.11700000000000005,0.47611913027589997,0.8288872647542482,0.9544125708021196
00161.laz,54579,8.015,2.8120000000000003,4.432500500000001,13.716638974166658,3979.0359797900783,0.08050000000000002,0.4079850280723643,0.8477854023705551,0.9413599500935744
00162.laz,271238,18.282,6.649,25.445479999999996,200.98869134033342,1349.5187126757976,0.26649999999999996,0.23394595777267257,0.8138606279400503,0.9488021004266491
00163.laz,78227,8.662,3.345,6.755629,21.925824396333336,3567.8019939392534,0.10750000000000004,0.35384437774186095,0.8697760332486723,0.9448164396213345
00165.laz,54301,8.204,2.372,3.8492940000000004,11.798512586833342,4602.359797505128,0.11399999999999999,0.37225743539736716,0.87091662603608,0.9577035592393953
00167.laz,32395,8.996,2.1390000000000002,2.0029319999999995,6.834709063833331,4739.7774649139,0.07450000000000001,0.21631836371720764,0.8917296576256114,0.9560471320586929
00168.laz,173427,14.976,3.229,6.9269555,38.962138226333316,4451.16741264436,0.17600000000000005,0.2827190170940171,0.6654647435897436,0.913795405982906
00169.laz,34310,7.847,2.048,2.5001395000000004,7.322743955500001,4685.402112719001,0.15099999999999997,0.18808461832547468,0.8770230661399261,0.9567987766025232
00170.laz,48726,8.662,1.731,1.9712915000000004,6.2060863646666675,7851.3248345065695,0.095,0.26379589009466636,0.8135534518586931,0.9595936273377971
00171.laz,39386,8.763,2.628,4.135285499999999,13.373040088000005,2945.1792367946414,0.07999999999999996,0.3329339267374187,0.8895355471870364,0.957662900833048
00172.laz,35702,8.185,2.211,2.6437340000000003,8.148706424166663,4381.308902492595,0.10049999999999998,0.26674404398289564,0.8806353084911424,0.9583384239462431
00173.laz,120485,19.337,4.005,5.7834805000000005,44.37045453133336,2715.4330797967455,0.31300000000000006,0.09980865697884883,0.5138335832859285,0.8308941407664064
00174.laz,45889,6.393,1.85,1.9274150000000003,5.1055664374999985,8988.033073656386,0.08599999999999997,0.38241826998279366,0.8704833411543877,0.9427498826841859
00175.laz,427560,16.568,7.6690000000000005,28.882293500000003,192.71316131999998,2218.634145542541,0.24349999999999983,0.4177329792370835,0.7626750362143891,0.9150169000482857
00176.laz,49781,9.988,2.285,2.7658040000000006,10.620073844833332,4687.443865959413,0.09399999999999997,0.20865038045654788,0.9051862234681619,0.961153384060873
00177.laz,75031,8.139,2.794,4.241785500000001,13.534660663333323,5543.618851358873,0.13,0.4525125936847279,0.8922472048163166,0.950853913257157
00178.laz,29247,8.34,1.608,1.5341765,5.130155803166669,5700.9964457506,0.07950000000000007,0.2605035971223022,0.7660671462829737,0.9449640287769785
00180.laz,8903,4.496,0.587,0.22095150000000002,0.34600527649999996,25730.821477804835,0.116,0.12348754448398579,0.5478202846975089,0.8071174377224198
00181.laz,71449,10.74,3.384,5.8699795,23.173702298666665,3083.1931419137513,0.16049999999999998,0.3871508379888268,0.8712290502793295,0.9377094972067038
00182.laz,45910,8.201,2.2760000000000002,2.8828044999999993,9.025731405000005,5086.568383207939,0.09399999999999986,0.2828923302036337,0.9150103645896842,0.9617119863431289
00183.laz,79784,9.971,2.597,3.4353325,13.248324732666672,6022.195380165684,0.09500000000000003,0.33838130578678166,0.8354227259051249,0.9634941329856583
00186.laz,36152,7.867,2.1390000000000002,2.9159980000000005,8.573588904666666,4216.670568415312,0.08350000000000002,0.312571501207576,0.8812762171094445,0.9523325282826999
00189.laz,15299,5.155,0.383,0.055147999999999996,0.08783840233333333,174172.11144099172,0.14700000000000002,0.13594568380213387,0.5387002909796315,0.8880698351115422
00190.laz,142068,14.484,4.715,7.380029499999998,42.45003374316668,3346.711120644731,0.2985,0.1328362330847832,0.6774371720519193,0.9463545981772992
00191.laz,175919,10.746,4.577,11.436427000000002,43.99587462000002,3998.5339880032575,0.14250000000000002,0.3977293876791364,0.8446863949376512,0.9512376698306346
00193.laz,42269,9.553,2.369,2.820759,10.999767799500002,3842.717480083657,0.10149999999999998,0.1957290903381137,0.7037579817858264,0.9544645661048885
00195.laz,292085,17.681,9.062,42.273946499999994,278.7601836356667,1047.800285501851,0.3190000000000002,0.2669532266274532,0.8552118092868051,0.9382953452859001
00196.laz,1595165,21.12,17.091,142.02645499999997,1156.9531829794998,1378.7636556666657,0.4505000000000001,0.46231060606060603,0.7113636363636364,0.8218276515151515
00197.laz,5816,4.649,1.7530000000000001,0.7578715000000001,1.6269434285,3574.8016176335045,0.2355,0.11604646160464618,0.48268444826844487,0.8628737362873736
00198.laz,45207,10.104000000000001,3.351,5.754219499999999,21.69466003883333,2083.7846695490825,0.14799999999999996,0.2449524940617577,0.8768804433887568,0.9638756927949327
00199.laz,103416,15.32,2.839,3.175103,20.52529665883333,5038.465544199264,0.3145,0.09340731070496083,0.4089425587467363,0.9102480417754569
00200.laz,656318,20.372,14.476,91.53786749999999,720.0049993016667,911.5464484782235,0.3634999999999997,0.40221873159238175,0.8085116827017476,0.9121343019831141
00201.laz,20994,8.049,1.306,0.9698085000000001,2.8669866663333337,7322.670958511918,0.07100000000000001,0.18158777487886701,0.9207354950925583,0.9686917629519196
00203.laz,37646,7.468,1.907,2.1405320000000003,6.935037578166667,5428.377218678608,0.09299999999999997,0.23714515265131228,0.6699919657204072,0.8003481521156937
00206.laz,461028,15.989,10.708,48.7577155,297.4395447346668,1549.988924341797,0.2609999999999997,0.45268622177747203,0.7891675526924761,0.8895490649821752
00207.laz,33515,7.945,1.971,2.2918849999999997,6.712567944333332,4992.873111741528,0.09099999999999997,0.21611076148521083,0.9127753303964757,0.9568281938325991
00209.laz,73332,10.228,2.334,3.6632805000000004,15.19085322283333,4827.378615558926,0.13500000000000006,0.2591024638247947,0.7850997262416894,0.9469104419241299
00210.laz,129230,12.641,3.227,5.480247000000001,26.92089435633332,4800.360578273202,0.21999999999999997,0.19223162724468001,0.8772249030931097,0.9565698916224983
00211.laz,5896,3.8120000000000003,0.20700000000000002,0.021991,0.03153665916666664,186957.02575344144,0.07150000000000001,0.13575550891920252,0.4913431269674711,0.8729013641133263
00213.laz,15369,6.646,0.878,0.5176395,1.3931800233333336,11031.59659383287,0.1385,0.190189587721938,0.7633162804694554,0.9706590430334037
00214.laz,51964,8.213000000000001,2.9410000000000003,4.692771500000001,13.939668016000004,3727.7788782599073,0.09050000000000002,0.34664556191403867,0.8899305978327041,0.9459393644222573
00215.laz,57429,9.165000000000001,3.092,4.9004,15.986434895000007,3592.3581697356276,0.09749999999999998,0.2861974904528096,0.7694489907255865,0.9443535188216038
00217.laz,34362,8.337,2.179,2.5934539999999995,8.475088695999998,4054.4708418471055,0.08549999999999991,0.2523689576586302,0.827515893007077,0.9481827995681901
00218.laz,52033,7.4750000000000005,2.251,2.971656999999999,8.491439022833337,6127.701071642173,0.18350000000000005,0.36909698996655516,0.8983277591973243,0.9535785953177257
00219.laz,33226,7.362,1.719,1.8633529999999996,5.1485928223333355,6453.413805782766,0.07850000000000004,0.20904645476772615,0.8973105134474327,0.9665851670741646
00220.laz,507981,17.032,11.759,54.407521,294.6410465360001,1724.0673218214808,0.31049999999999983,0.340183184593706,0.8264443400657586,0.9084077031470174
00221.laz,55883,9.274000000000001,2.971,4.7949790000000005,16.565627170000003,3373.4309861327147,0.09649999999999992,0.2507224498598232,0.878585292214794,0.9622600819495362
00222.laz,33488,8.34,2.066,2.3692715,7.50654831683334,4461.1715780079085,0.09800000000000003,0.23717026378896883,0.8679856115107913,0.9714628297362111
00223.laz,113291,8.845,2.547,3.508757,12.02256239133334,9423.199174384628,0.11699999999999999,0.4449971735443753,0.7456189937817975,0.9382702091577161
00224.laz,506997,20.814,9.544,48.36011350000001,402.4161231525,1259.8824222752824,0.3859999999999999,0.24987988853656196,0.715335831651773,0.8474103968482752
00225.laz,69035,6.889,2.207,3.1694295000000006,8.306688694666667,8310.772503648068,0.08849999999999997,0.391929162432864,0.9078240673537524,0.9507911162723182
00226.laz,110144,7.686,3.744,6.8622309999999995,20.29906513516667,5426.062691388848,0.10049999999999992,0.48529794431433776,0.8548009367681499,0.9336455893832943
00227.laz,75152,9.339,2.512,3.0039990000000003,10.10588413416667,7436.459690441228,0.13700000000000007,0.32123353678123995,0.7799550273048506,0.9519220473284078
00231.laz,40059,8.774000000000001,2.255,3.7302805,12.50114987833334,3204.4252240691226,0.12600000000000006,0.19250056986551173,0.8954866651470252,0.9660360155003419
00233.laz,105549,11.450000000000001,3.992,10.112107000000002,43.655633837333355,2417.7635444096286,0.11099999999999999,0.4008558951965066,0.8575545851528384,0.9558078602620087
00234.laz,47522,7.917,2.418,3.3022900000000006,9.702622249499996,4897.851197128585,0.1335,0.2952002020967539,0.8056081849185298,0.9398762157382847
00235.laz,32969,8.92,2.597,2.5385424999999997,8.565289529166671,3849.1401706542897,0.07250000000000006,0.2645739910313901,0.8195067264573992,0.951457399103139
00237.laz,173249,11.463000000000001,5.204,16.472125,74.68364057466665,2319.771755459489,0.15800000000000003,0.45448835383407477,0.7916775713164094,0.9216609962488004
00240.laz,54614,11.323,3.1350000000000002,6.06873,20.963640724499996,2605.177255121205,0.11049999999999999,0.2423650975889782,0.8449174247107657,0.9341164002472843
00241.laz,34130,9.700000000000001,2.364,3.726391,13.533466213000002,2521.8964205352904,0.10949999999999999,0.2447422680412371,0.8725773195876289,0.962680412371134
00242.laz,73771,9.829,3.378,6.933221000000003,24.553223442833318,3004.5342181550727,0.1110000000000001,0.28710957371044865,0.7597924509105707,0.8983619900295045
00244.laz,78271,9.949,3.657,6.5729524999999995,23.808122901833347,3287.5754347678007,0.09349999999999992,0.38506382551010154,0.8024927128354609,0.956277012765102
00245.laz,25472,7.71,1.348,1.1377130000000002,3.376429993666666,7544.062826055647,0.069,0.2099870298313878,0.7472114137483787,0.9555123216601816
00246.laz,58822,6.4270000000000005,1.943,2.3488635,6.2511504241666715,9409.787960404336,0.07350000000000001,0.500077796794772,0.8604325501789326,0.9310720398319589
00247.laz,84712,9.806000000000001,3.322,6.770821499999999,24.416691400666664,3469.429932578296,0.09799999999999992,0.3386803997552519,0.8551906995716908,0.9617581072812563
00248.laz,77951,9.226,2.68,5.1556525,17.192423385166666,4534.032128783823,0.10499999999999993,0.3232169954476479,0.8086928246260567,0.9543680901799262
00249.laz,37092,7.519,1.8960000000000001,2.4434825000000004,8.140370216333336,4556.549519772006,0.10750000000000007,0.206942412554861,0.8736534113578933,0.9549142173161325
00250.laz,138456,10.431000000000001,4.08,9.361768000000001,35.455356615999996,3905.0798867869444,0.13449999999999995,0.40743936343591214,0.90307736554501,0.9515866168152621
00253.laz,73260,11.24,3.21,4.639880000000001,19.676869039000017,3723.153305274175,0.12300000000000011,0.32491103202846977,0.8358096085409253,0.9693950177935944
00254.laz,80940,10.98,4.01,8.724900499999999,35.25304249900001,2295.972042761868,0.138,0.23415300546448087,0.8661202185792349,0.950273224043716
00256.laz,71683,8.824,3.001,5.298884500000001,17.52471740633333,4090.3940610245836,0.09649999999999992,0.3850861287398006,0.9103581142339074,0.9479827742520399
00257.laz,46678,8.105,2.161,2.897652,8.855276335500001,5271.20760905813,0.07200000000000001,0.38433066008636646,0.8550277606415791,0.9338679827267119
00259.laz,505787,15.928,7.902,37.00360550000001,219.73072178066678,2301.8492630487603,0.22750000000000004,0.5567553992968357,0.8218232044198894,0.8916373681567051
00260.laz,14800,8.165000000000001,1.682,0.6662899999999999,1.6150984048333321,9163.528337164858,0.08149999999999993,0.11867728107777095,0.4497244335578689,0.8039191671769748
00261.laz,69908,9.657,2.104,3.1549685,11.36604898533334,6150.598162141368,0.10749999999999998,0.22615719167443307,0.7992130061095578,0.9407683545614581
00262.laz,39787,6.547,2.114,2.9842925000000005,7.386894140333336,5386.160847054537,0.09450000000000008,0.31504505880555983,0.8764319535665192,0.9509699098823889
00263.laz,296814,12.731,6.761,29.663972,144.08479633366673,2059.995277452092,0.19700000000000006,0.49367685177912185,0.80944152069751,0.9122614091587464
00264.laz,37293,8.948,2.62,4.0101759999999995,13.449567157166666,2772.8029879480728,0.08449999999999991,0.3171658471166741,0.890366562360304,0.9639025480554313
00265.laz,149547,11.638,5.243,14.906521000000001,59.731129158833305,2503.6693949370006,0.16449999999999998,0.469582402474652,0.8471386836226156,0.9130434782608695
00266.laz,514711,19.636,7.822,39.6826215,320.81267231566665,1604.3973459176366,0.43200000000000016,0.2350275005092687,0.6752393562843757,0.8616826237522919
00267.laz,51924,9.513,2.84,5.344296,19.24535639516668,2698.001478062537,0.13349999999999995,0.22873961946809632,0.8699674130137706,0.9458635551350782
00269.laz,28502,9.974,2.441,3.6723745,13.868555395500003,2055.1527673349583,0.08150000000000013,0.32243833968317626,0.8442951674353317,0.970222578704632
00270.laz,100171,12.068,4.4270000000000005,11.896164500000001,54.64712608283335,1833.0515652033043,0.13600000000000007,0.3731355651309248,0.8249088498508452,0.9481272787537289
00271.laz,40884,9.57,3.074,5.497722500000001,19.17674995683334,2131.95667107458,0.10850000000000004,0.2051201671891327,0.8654127481713688,0.958516196447231
00272.laz,25626,5.368,1.766,2.1138554999999997,4.433662447833337,5779.871675283498,0.2749999999999999,0.36847988077496274,0.5855067064083458,0.7701192250372578
00273.laz,95369,10.911,2.803,4.3724295,18.080581929833347,5274.66429842278,0.10850000000000004,0.341306937952525,0.8474017047016773,0.9525249747960775
00274.laz,5218,2.9090000000000003,0.151,0.013557000000000001,0.025435668833333324,205144.98888119802,0.11050000000000001,0.10326572705397044,0.5359229975936748,0.8931935372980405
00275.laz,25122,6.057,0.738,0.2770185,1.0806805350000002,23246.46293365504,0.3805,0.06488360574541853,0.4477464091134225,0.8203731220075945
00276.laz,20076,8.567,1.7510000000000001,1.7897960000000002,5.809906246000003,3455.4774466148915,0.07800000000000001,0.21197618769697676,0.9130384031749738,0.9540095716119995
00278.laz,215786,12.684000000000001,6.603,21.393607499999998,111.90020713433337,1928.3789148035657,0.15049999999999986,0.48986912645853037,0.7625354777672658,0.924944812362031
00280.laz,89606,9.573,3.266,6.207924,22.815032929833336,3927.4981664755624,0.1745,0.2631881332915491,0.839862112190536,0.9398307740520213
00281.laz,29256,8.774000000000001,2.77,3.170048,10.496450540833337,2787.227919208325,0.08900000000000002,0.21142010485525414,0.8693868247093686,0.952587189423296
00282.laz,25910,8.21,2.091,2.3251209999999998,8.759294806666661,2958.000680634703,0.12250000000000011,0.18803897685749088,0.6316686967113275,0.9425091352009743
00283.laz,25774,8.401,2.474,2.8996375000000003,8.974650880499995,2871.8665877021926,0.08299999999999996,0.31234376859897633,0.8922152124747054,0.948220449946435
00284.laz,74401,10.907,3.914,8.187986,30.826279612000008,2413.557553375247,0.1160000000000001,0.3235536811222151,0.8053543595855873,0.9342624002933895
00285.laz,237263,13.08,5.8500000000000005,21.624565500000003,112.64515123866668,2106.286843162024,0.16699999999999982,0.4757798165137615,0.746177370030581,0.9347859327217125
00286.laz,53836,8.616,3.0100000000000002,5.2737005,16.8830131085,3188.7672925453976,0.08799999999999998,0.37558031569173633,0.8477251624883938,0.9173630454967503
00287.laz,364806,13.82,5.5440000000000005,19.850489000000003,100.20028257866673,3640.768175614601,0.1495000000000002,0.7174023154848046,0.8753256150506512,0.9277858176555717
00288.laz,27972,7.821,1.721,1.7612409999999998,4.874422474666667,5738.525978282759,0.09200000000000003,0.2068021992072627,0.7055363764224524,0.8349315944252653
00289.laz,77099,11.133000000000001,2.861,4.7598765,19.77421401716667,3898.966600294086,0.11099999999999999,0.31015898679601184,0.731518907751729,0.9314650139225725
00290.laz,62515,9.334,3.516,5.0118425,17.530084920333334,3566.1550006234243,0.1275,0.29723591172059144,0.8089779301478466,0.9554317548746519
00291.laz,61987,10.72,2.829,5.564102000000001,25.755783952999987,2406.7215392517637,0.15699999999999992,0.2087686567164179,0.7221082089552239,0.944776119402985
00292.laz,277943,12.51,7.806,34.95739450000001,166.26552332050005,1671.681503472166,0.18349999999999994,0.5668425259792167,0.78017585931255,0.8717026378896882
00293.laz,38172,5.3870000000000005,1.682,1.9711615,3.882241332000001,9832.464480082968,0.07300000000000001,0.3649526638203081,0.8498236495266381,0.9173937256357898
