treeID,species,genus,dataset,data_type,tree_H,filename
170,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.661999613, /00170.laz
171,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.762999713, /00171.laz
172,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.184999526, /00172.laz
173,Eucalyptus_miniata,Eucalyptus,Luck,TLS,19.33699912, /00173.laz
174,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.392999828, /00174.laz
175,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.56800002, /00175.laz
176,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.988000363, /00176.laz
177,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.138999999, /00177.laz
178,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.340000063, /00178.laz
180,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.495999992, /00180.laz
181,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.73999953, /00181.laz
182,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.201000392, /00182.laz
183,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.970999897, /00183.laz
186,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.866999686, /00186.laz
189,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.154999912, /00189.laz
190,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.48400038, /00190.laz
191,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.74600005, /00191.laz
193,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.552999675, /00193.laz
195,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.68100031, /00195.laz
196,Eucalyptus_miniata,Eucalyptus,Luck,TLS,21.12000006, /00196.laz
197,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.64899987, /00197.laz
198,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.10399958, /00198.laz
199,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.32000014, /00199.laz
200,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.37200087, /00200.laz
201,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.049000353, /00201.laz
203,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.468000114, /00203.laz
206,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.98899955, /00206.laz
207,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.944999605, /00207.laz
209,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.22799987, /00209.laz
210,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.64100039, /00210.laz
211,Eucalyptus_miniata,Eucalyptus,Luck,TLS,3.812000036, /00211.laz
213,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.646000028, /00213.laz
214,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.213000208, /00214.laz
215,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.165000141, /00215.laz
217,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.33700031, /00217.laz
218,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.474999875, /00218.laz
219,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.362000048, /00219.laz
220,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.03200072, /00220.laz
221,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.274000347, /00221.laz
222,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.340000331, /00222.laz
223,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.845000446, /00223.laz
224,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.81400031, /00224.laz
225,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.889000058, /00225.laz
226,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.686000109, /00226.laz
227,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.338999927, /00227.laz
231,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.774000227, /00231.laz
233,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.44999999, /00233.laz
234,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.916999996, /00234.laz
235,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.920000374, /00235.laz
237,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.46299952, /00237.laz
240,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.32300013, /00240.laz
241,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.699999869, /00241.laz
242,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.828999698, /00242.laz
244,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.948999584, /00244.laz
245,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.709999532, /00245.laz
246,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.426999956, /00246.laz
247,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.805999935, /00247.laz
248,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.225999892, /00248.laz
249,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.518999755, /00249.laz
250,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.43099993, /00250.laz
253,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.24000037, /00253.laz
254,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.97999972, /00254.laz
256,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.824000418, /00256.laz
257,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.104999721, /00257.laz
259,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.92800063, /00259.laz
260,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.164999872, /00260.laz
261,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.656999588, /00261.laz
262,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.54700011, /00262.laz
263,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.73099959, /00263.laz
264,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.947999597, /00264.laz
265,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.63799959, /00265.laz
266,Eucalyptus_miniata,Eucalyptus,Luck,TLS,19.63600081, /00266.laz
267,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.512999713, /00267.laz
269,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.974000037, /00269.laz
270,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.06800002, /00270.laz
271,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.570000291, /00271.laz
272,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.36800015, /00272.laz
273,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.91100043, /00273.laz
274,Eucalyptus_miniata,Eucalyptus,Luck,TLS,2.90899989, /00274.laz
275,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.05700022, /00275.laz
276,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.5670003, /00276.laz
278,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.68400031, /00278.laz
280,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.573000401, /00280.laz
281,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.774000078, /00281.laz
282,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.209999681, /00282.laz
283,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.401000082, /00283.laz
284,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.90700045, /00284.laz
285,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.08000037, /00285.laz
286,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.616000086, /00286.laz
287,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.81999987, /00287.laz
288,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.821000159, /00288.laz
289,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.13299987, /00289.laz
290,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.333999783, /00290.laz
291,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.71999991, /00291.laz
292,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.51000029, /00292.laz
293,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.387000114, /00293.laz
294,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.28300017, /00294.laz
295,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.62399966, /00295.laz
296,Eucalyptus_miniata,Eucalyptus,Luck,TLS,4.115000159, /00296.laz
297,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.95300025, /00297.laz
298,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.01700079, /00298.laz
300,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.02700007, /00300.laz
301,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.234000385, /00301.laz
303,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.15600032, /00303.laz
304,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.64500016, /00304.laz
305,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.056999803, /00305.laz
306,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.01099974, /00306.laz
307,Eucalyptus_miniata,Eucalyptus,Luck,TLS,17.49799973, /00307.laz
309,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.792000115, /00309.laz
310,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.74200007, /00310.laz
311,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.058000177, /00311.laz
313,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.1269995, /00313.laz
315,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.72099963, /00315.laz
317,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.828999996, /00317.laz
318,Eucalyptus_miniata,Eucalyptus,Luck,TLS,1.952000111, /00318.laz
319,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.585000008, /00319.laz
320,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.354999602, /00320.laz
321,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.694999754, /00321.laz
322,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.843000472, /00322.laz
323,Eucalyptus_miniata,Eucalyptus,Luck,TLS,15.45900008, /00323.laz
324,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.55400008, /00324.laz
326,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.0249998, /00326.laz
327,Eucalyptus_miniata,Eucalyptus,Luck,TLS,14.86800021, /00327.laz
328,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.720000446, /00328.laz
329,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.117999524, /00329.laz
330,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.567000151, /00330.laz
331,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.92699927, /00331.laz
332,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.699000061, /00332.laz
333,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.19999999, /00333.laz
335,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.35399958, /00335.laz
336,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.064999759, /00336.laz
337,Eucalyptus_miniata,Eucalyptus,Luck,TLS,18.07399917, /00337.laz
339,Eucalyptus_miniata,Eucalyptus,Luck,TLS,12.24500006, /00339.laz
340,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.017000347, /00340.laz
342,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.07800025, /00342.laz
344,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.910000026, /00344.laz
345,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.624999911, /00345.laz
346,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.16300029, /00346.laz
348,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.757000148, /00348.laz
349,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.547999561, /00349.laz
350,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.083999813, /00350.laz
351,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.974999607, /00351.laz
352,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.13600028, /00352.laz
353,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.674000233, /00353.laz
355,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.453999817, /00355.laz
356,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.100999951, /00356.laz
357,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.19699973, /00357.laz
362,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.835999668, /00362.laz
363,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.84000033, /00363.laz
364,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.31999961, /00364.laz
365,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.569000065, /00365.laz
366,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.762999713, /00366.laz
367,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.093000323, /00367.laz
368,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.58400023, /00368.laz
369,Eucalyptus_miniata,Eucalyptus,Luck,TLS,20.85200042, /00369.laz
370,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.863000095, /00370.laz
371,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.201000392, /00371.laz
372,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.190999895, /00372.laz
375,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.535999954, /00375.laz
376,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.361999571, /00376.laz
378,Eucalyptus_miniata,Eucalyptus,Luck,TLS,11.77900046, /00378.laz
379,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.61100024, /00379.laz
380,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.920999587, /00380.laz
382,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.153, /00382.laz
383,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.199, /00383.laz
384,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.126, /00384.laz
386,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.568, /00386.laz
387,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.692, /00387.laz
388,Eucalyptus_miniata,Eucalyptus,Luck,TLS,13.433, /00388.laz
390,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.803, /00390.laz
391,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8, /00391.laz
392,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.825, /00392.laz
393,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.609, /00393.laz
394,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.577, /00394.laz
395,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.506, /00395.laz
397,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.395, /00397.laz
398,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.326, /00398.laz
399,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.759, /00399.laz
400,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.209, /00400.laz
401,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.725, /00401.laz
402,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.084, /00402.laz
403,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.436, /00403.laz
404,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.14, /00404.laz
405,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.901, /00405.laz
406,Eucalyptus_miniata,Eucalyptus,Luck,TLS,9.599, /00406.laz
407,Eucalyptus_miniata,Eucalyptus,Luck,TLS,8.159, /00407.laz
408,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.675, /00408.laz
409,Eucalyptus_miniata,Eucalyptus,Luck,TLS,10.265, /00409.laz
410,Eucalyptus_miniata,Eucalyptus,Luck,TLS,7.404, /00410.laz
411,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.099, /00411.laz
412,Eucalyptus_miniata,Eucalyptus,Luck,TLS,6.651, /00412.laz
413,Eucalyptus_miniata,Eucalyptus,Luck,TLS,16.549, /00413.laz
414,Eucalyptus_miniata,Eucalyptus,Luck,TLS,5.829, /00414.laz
415,Picea_abies,Picea,Seidl_2021,TLS,31.2929, /00415.laz
417,Picea_abies,Picea,Seidl_2021,TLS,35.1356, /00417.laz
418,Picea_abies,Picea,Seidl_2021,TLS,31.1061, /00418.laz
419,Picea_abies,Picea,Seidl_2021,TLS,34.8082, /00419.laz
420,Picea_abies,Picea,Seidl_2021,TLS,33.8496, /00420.laz
421,Picea_abies,Picea,Seidl_2021,TLS,34.9432, /00421.laz
422,Picea_abies,Picea,Seidl_2021,TLS,32.9512, /00422.laz
423,Picea_abies,Picea,Seidl_2021,TLS,33.6226, /00423.laz
424,Picea_abies,Picea,Seidl_2021,TLS,31.691, /00424.laz
425,Picea_abies,Picea,Seidl_2021,TLS,27.2835, /00425.laz
426,Picea_abies,Picea,Seidl_2021,TLS,24.1649, /00426.laz
427,Picea_abies,Picea,Seidl_2021,TLS,26.9395, /00427.laz
428,Picea_abies,Picea,Seidl_2021,TLS,28.2795, /00428.laz
429,Picea_abies,Picea,Seidl_2021,TLS,28.9766, /00429.laz
430,Picea_abies,Picea,Seidl_2021,TLS,26.1161, /00430.laz
431,Picea_abies,Picea,Seidl_2021,TLS,26.4388, /00431.laz
432,Picea_abies,Picea,Seidl_2021,TLS,25.3108, /00432.laz
433,Picea_abies,Picea,Seidl_2021,TLS,26.4551, /00433.laz
434,Picea_abies,Picea,Seidl_2021,TLS,24.6879, /00434.laz
435,Picea_abies,Picea,Seidl_2021,TLS,27.3385, /00435.laz
436,Picea_abies,Picea,Seidl_2021,TLS,28.222, /00436.laz
437,Picea_abies,Picea,Seidl_2021,TLS,24.8739, /00437.laz
438,Picea_abies,Picea,Seidl_2021,TLS,24.9458, /00438.laz
439,Picea_abies,Picea,Seidl_2021,TLS,25.038, /00439.laz
440,Picea_abies,Picea,Seidl_2021,TLS,25.6614, /00440.laz
441,Picea_abies,Picea,Seidl_2021,TLS,26.1835, /00441.laz
442,Picea_abies,Picea,Seidl_2021,TLS,25.9973, /00442.laz
443,Picea_abies,Picea,Seidl_2021,TLS,26.8764, /00443.laz
444,Picea_abies,Picea,Seidl_2021,TLS,22.6842, /00444.laz
445,Picea_abies,Picea,Seidl_2021,TLS,21.0979, /00445.laz
446,Picea_abies,Picea,Seidl_2021,TLS,27.3242, /00446.laz
448,Picea_abies,Picea,Seidl_2021,TLS,25.4054, /00448.laz
449,Picea_abies,Picea,Seidl_2021,TLS,23.5251, /00449.laz
450,Picea_abies,Picea,Seidl_2021,TLS,25.8732, /00450.laz
451,Picea_abies,Picea,Seidl_2021,TLS,17.6591, /00451.laz
452,Picea_abies,Picea,Seidl_2021,TLS,22.9113, /00452.laz
453,Picea_abies,Picea,Seidl_2021,TLS,26.9268, /00453.laz
454,Picea_abies,Picea,Seidl_2021,TLS,25.9934, /00454.laz
455,Picea_abies,Picea,Seidl_2021,TLS,24.9203, /00455.laz
456,Picea_abies,Picea,Seidl_2021,TLS,26.5917, /00456.laz
457,Picea_abies,Picea,Seidl_2021,TLS,25.0579, /00457.laz
458,Picea_abies,Picea,Seidl_2021,TLS,26.8355, /00458.laz
459,Picea_abies,Picea,Seidl_2021,TLS,25.9635, /00459.laz
460,Picea_abies,Picea,Seidl_2021,TLS,24.425, /00460.laz
461,Picea_abies,Picea,Seidl_2021,TLS,26.3707, /00461.laz
462,Picea_abies,Picea,Seidl_2021,TLS,26.2493, /00462.laz
463,Picea_abies,Picea,Seidl_2021,TLS,27.2809, /00463.laz
464,Picea_abies,Picea,Seidl_2021,TLS,26.4081, /00464.laz
465,Picea_abies,Picea,Seidl_2021,TLS,26.6113, /00465.laz
466,Picea_abies,Picea,Seidl_2021,TLS,27.0994, /00466.laz
467,Picea_abies,Picea,Seidl_2021,TLS,25.8939, /00467.laz
468,Picea_abies,Picea,Seidl_2021,TLS,24.9677, /00468.laz
469,Picea_abies,Picea,Seidl_2021,TLS,28.087, /00469.laz
470,Picea_abies,Picea,Seidl_2021,TLS,27.2953, /00470.laz
471,Picea_abies,Picea,Seidl_2021,TLS,27.2698, /00471.laz
472,Picea_abies,Picea,Seidl_2021,TLS,32.7009, /00472.laz
473,Picea_abies,Picea,Seidl_2021,TLS,31.0447, /00473.laz
474,Picea_abies,Picea,Seidl_2021,TLS,33.1169, /00474.laz
