filename,crown_entropy,trunk_entropy,crown_trunk_ratio,crown_pts_count,trunk_pts_count,vep_slice_0,vep_slice_1,vep_slice_2,vep_slice_3,vep_slice_4,vep_slice_5,vep_slice_6,vep_slice_7,vep_slice_8,vep_slice_9
00134.laz,10.723,5.1986,2.0627,54209,1899,0.9908680928416379,0.9950546662730173,0.9995231182252761,0.9992520895514821,0.990285617008056,0.9982835385567148,2.874336632081293,3.332558890970724,3.646038960674962,4.079650604196393
00135.laz,10.7638,4.9803,2.1613,75619,2698,1.2556992726321095,0.9973110470559488,0.9969036884976185,0.9954670093487161,0.9896282760013788,0.9991331257637459,0.9950982905107442,2.549872685204244,2.767576765482148,3.658194088387724
00136.laz,9.457,4.2961,2.2013,26966,1274,0.9918343228433185,0.9991304396436068,0.9997758270383305,2.282964300339261,2.489327826591756,2.260551116204422,3.5626562468739356,2.9055471000691795,2.6356013993012906,2.6443411488666
00137.laz,8.5227,4.1599,2.0488,20814,1558,0.9989547043589845,0.9994770665703058,0.9992612140227842,0.990904499163454,2.550216492393804,2.311043781676573,3.03873493452603,4.168045502993065,4.670688582375996,3.174820890063334
00139.laz,9.601,5.3078,1.8089,25106,2423,0.9996934863327799,0.9891592248960069,0.9999731799527628,0.9976150797011587,0.9878651259811976,1.6751126015521198,2.562830396346113,3.3225317293641874,0.9662630486022997,2.806969752748246
00140.laz,13.1827,8.1327,1.621,356196,25232,0.993544046705011,0.9986567271727999,0.9927470643756494,0.9909578887656801,0.9936556273368545,0.999827873706002,0.9782420612980074,2.510846830465428,5.071739858863031,5.124813396638648
00141.laz,12.225,5.5249,2.2127,203620,2656,0.9188518680965709,0.9997189859226354,0.9983901116778809,0.9888272995474418,0.9998895888962758,0.9331679270718407,2.899056322051349,3.253929864861442,4.519828007369311,3.9932655390436356
00142.laz,9.7455,4.9128,1.9837,32211,1421,0.9880796215773806,0.9966839906570211,0.9898932315715129,0.9980728505253355,1.8915660994752204,0.9996070291893281,2.633545678025149,3.002555985441741,3.719432605918721,3.895183458096128
00143.laz,10.0727,5.1842,1.9429,38936,2146,0.9989963768921397,0.9942406588984983,0.9994568997085164,0.9978496484087886,0.9997345759997079,0.9969395276250353,0.9973568185452366,0.9978566772675408,3.310924111534167,4.167020596758602
00144.laz,11.3379,5.7877,1.9589,119040,4231,0.998584652263832,0.9999469748480594,0.9997393358714323,0.9991536687403016,0.9999304422129439,0.9946809218278252,1.5719191100515375,1.7332994856467787,4.075097605376945,3.237900347574809
00145.laz,9.8397,5.2633,1.8695,40097,1710,0.9977468551828812,0.9995875753901861,0.9995165983411864,0.9942532908498054,0.9761970710905516,0.9998892123402414,0.9999200708207958,1.7667523877266724,3.5836194427185877,3.40985286126219
00146.laz,9.6203,5.1869,1.8547,21237,1522,0.998436013586753,0.9987645219230226,1.132692373207762,0.998984491711897,0.9848657038627564,0.9980752961489231,2.3880635331762083,3.419799091795824,3.3204356590428774,3.938997767784256
00147.laz,13.1224,9.1435,1.4352,389207,48743,0.9779538664430223,0.9998613809663495,0.9969488391714729,0.9893634730856892,0.9971013019074381,0.9617052045063641,2.6266456849535156,3.4828603710991106,5.140940417358878,4.894958199580775
00150.laz,10.582,4.9395,2.1423,58331,987,0.9959172878439015,0.9742578324889839,0.9919758194377926,0.9828178832658473,1.730444054812726,0.9726521331255783,2.1469268303433293,3.8531315450811188,3.694162716951718,2.9257920471594434
00151.laz,13.676,9.1092,1.5013,287344,37480,0.9988908412835067,0.9990133949964878,0.9959845587654045,0.9996404697879241,0.9988408737807375,1.5161397654476592,3.5003164941348164,4.9702079842247375,5.1339148591200665,3.8394746902216776
00152.laz,10.8562,5.2154,2.0816,86382,2825,0.9977937190307566,0.999525080550987,0.9703144227502425,0.9999973628099399,0.9953433228278679,0.9986416415351534,0.9922530945384233,3.054159524576014,3.721983605748671,3.239417984706665
00153.laz,13.493,9.3726,1.4396,276376,38173,0.9936927182495385,0.9988460059878908,0.9858121123664461,0.9960020962234634,0.9945490970146672,2.7231292369501183,3.175371319675864,3.4887522712892025,4.961582238700188,4.892895398446094
00155.laz,10.6993,5.1977,2.0584,67198,2081,0.983514146111251,0.9998403926842729,0.9963760915160172,0.9981789148303618,0.977594091104184,0.9992999784177995,0.9964676417524286,2.66757715563656,3.0280570046648334,4.293826231468251
00156.laz,9.7415,4.8762,1.9978,32064,1402,0.9929842199932171,0.9877991387500306,0.9890393928153358,0.9954039386184899,1.0425915111911208,0.9968551801077873,1.6369510083322938,2.683366175346846,3.5785834018445595,3.625671407118037
00157.laz,9.5048,5.3417,1.7794,38064,3064,0.9768604197775795,0.9979252862626599,0.9993315146110913,1.2016461142903059,0.9993539601283956,0.9994474097070334,0.9669664432425118,2.9046682552491596,2.6287313231152667,2.194479585105034
00158.laz,9.8375,5.0393,1.9522,33328,1902,0.9979079365443799,0.9989957342332686,0.999994449468622,0.9590215551692692,0.9987598061347696,1.4459357557897465,3.1847465755283086,2.608533931627568,4.00770124681263,3.842686510420463
00159.laz,9.09,5.9743,1.5215,45871,7047,0.995768346665969,0.9914634477242312,0.9972844586775038,0.9999655550793242,0.9980575646591368,0.9999584602046708,0.982572053486457,0.9999748986971405,0.9993423659719224,0.99296862279104
00160.laz,11.4508,5.6446,2.0287,91245,2002,0.9973256795690416,0.9934981706457713,0.9985780474268636,0.9997591953264287,0.9995571567413556,0.8878154245852328,1.7694247254090127,2.8977762040689625,3.5716115787364573,4.1299235060799715
00161.laz,10.3802,5.1021,2.0345,53350,1229,0.9982718637955812,0.9997962343101104,0.9904527138363048,0.9854976183205397,0.9971222413697427,0.9991533413775843,2.61734068750608,2.3973824761288594,4.199331068661235,3.846684460634431
00162.laz,12.6968,9.2591,1.3713,224332,46906,1.2885581075829582,0.9981439861696265,0.9985093449546781,0.9995002318083658,0.9906013548887566,2.083415156690705,3.037392255166517,3.0897064029927734,4.334223805145036,4.279057794419738
00163.laz,10.9149,5.2682,2.0719,76105,2122,0.9982933924017251,0.9988820158660526,0.999992885879776,0.9936767588692044,0.9998014258175387,1.578966047029151,2.852235402249992,3.505078219783346,4.589022781387241,4.375815488820873
00165.laz,10.4321,5.253,1.9859,52535,1766,0.9998502245504428,0.9999987278019706,0.9998776269605337,0.9996446277541214,2.256430523717834,1.163029489751092,0.9799493532454753,2.9599435323280114,3.6490567910915637,4.058003323729585
00167.laz,9.5629,5.0103,1.9086,31020,1375,0.9422855115273593,0.998526330537399,0.9992876074808721,0.9949094186296341,0.9896127786543462,0.9994066498932545,0.9999334048905268,0.9915832678494523,2.7941918705414652,3.84712916827929
00168.laz,12.0013,5.1892,2.3128,169429,3998,0.9951067141531971,0.9952965171253458,0.9954236114949321,0.9922209655338454,1.5874828011801643,2.721986324433564,3.465662367589625,3.354586486403212,3.2575483184738383,3.56083463327495
00169.laz,9.7895,5.1883,1.8868,32066,2244,0.9907926534414633,0.9977583888184367,0.9999906662559382,0.9571410795933674,0.9996760163326419,0.9999357993751539,0.9963059637108832,1.9804393709325179,3.5896672691913123,4.23927926351692
00170.laz,9.8708,4.5156,2.1859,46693,2033,0.9939473262313091,0.9976294863715811,0.9885578645178553,0.9967137970080704,0.9910760598382222,0.9947485647372365,0.9959856850481724,2.4771790808718586,3.326756605733388,2.77245758337999
00171.laz,9.9631,4.2861,2.3245,38107,1279,0.9952983990218977,0.9976546734512123,0.9501384488149324,0.995605261132396,0.996562722416996,0.9989364348810066,0.9904557094073693,1.6458773437282288,3.7981707410192467,3.747133993694645
00172.laz,10.0787,4.141,2.4339,34313,1389,0.9987799707266606,0.9886098036429858,0.9942319782887328,0.9998209638213544,0.9991366988574063,0.9970102925549714,0.9967491055187232,1.2669860820527026,3.112709655197608,3.7350627191139005
00173.laz,10.7768,9.514,1.1327,70704,49781,0.9911440394400223,0.9971777974870685,0.9994871120643789,0.9980539043792358,0.9998323260519266,0.9981295308456062,2.6346303633715924,3.2197591819191462,3.4575230130473047,2.065167581242353
00174.laz,9.8288,5.1577,1.9057,44181,1708,0.9943388345288339,0.9984222244758167,0.9992010202428409,0.9999814665988562,0.9994382636214333,0.9948307343628794,2.7432988110289087,3.3439017320504676,3.6241531584740208,3.7677476615071157
00175.laz,13.7253,8.7629,1.5663,395542,32018,0.9893521569681402,0.9980614975879838,0.9999131262193098,0.9929958831856234,1.9908857300609841,2.6747280492473524,4.423034455535639,4.676638823827059,5.144415897907991,4.102063195769057
00176.laz,10.1309,5.2302,1.937,47628,2153,0.9972588759934361,0.9998997009491329,0.995496964143894,0.999966918673183,0.997436972603458,0.998898621138465,0.998902552119562,0.997367986405544,3.163513724720882,3.6678106771033843
00177.laz,10.8295,5.0889,2.1281,72947,2084,0.9997811563125447,0.9998856767420194,0.9865677520495901,0.999986324286902,1.3630845137566918,1.3231446735338566,1.2173244084324348,2.8202259117715847,4.264984642685537,3.9614022684084684
00178.laz,9.6626,4.2897,2.2525,27997,1250,0.997382732628633,0.9982171036462264,0.9936369854966579,0.9998994304048936,0.9999584426864025,0.9983765872717419,2.27281662855673,2.7240089144928503,2.566132989087892,3.07866914387973
00180.laz,6.7102,4.6806,1.4336,7035,1868,0.9950301638390956,0.9999128895013563,0.9886130806547064,0.9999856662982838,0.9928320089774513,0.9999418347535228,2.06343337988043,2.0765528924517183,1.5501572270835577,1.3692705736988982
00181.laz,11.0584,5.4293,2.0368,69266,2183,0.9992131790572444,0.9970744096509983,0.9845836453433026,0.9985153369574992,0.9947211099626968,0.9716027378497601,0.9742915767931485,1.9736895749702767,3.9246321306546137,3.328866684463709
00182.laz,9.9116,4.8541,2.0419,44186,1724,0.9981907111828212,0.9988510316243185,0.994666620132381,0.99983212224557,0.9995054308434855,0.9960228568316535,2.006053708809869,1.6052558988366652,3.3600600838551475,3.738578200102297
00183.laz,10.6663,4.8872,2.1825,77553,2231,0.994307090048006,0.9987506596085923,0.9988760175514528,0.9972928023470562,0.9985192158697429,0.9997136132488974,0.9984964865466917,2.3354388245509647,3.4016298109831355,3.3711567877983826
00186.laz,9.7684,4.7999,2.0351,34632,1520,0.9989182275959055,0.999689881777157,0.9999690694019973,0.9999289732218244,0.9679579578102504,0.9964893601471797,0.9866890382836511,2.107195339355069,3.5074334408240007,3.6790100583330165
00189.laz,7.168,5.1419,1.394,12970,2329,0.9973242687470653,0.9990894328941033,0.9917884508747027,0.9999996970208649,0.999414183277316,0.9878047123809777,0.9999977927118822,0.9978543381493422,0.9996137310255251,0.9726184002115139
00190.laz,11.2728,9.7644,1.1545,77353,64715,0.9964707544715075,0.9842590912848949,0.9710283030575927,0.9933513579147218,0.9752081642527367,0.9996539376411168,2.14471560772519,2.6775584225068023,4.197646967941943,3.7768278611161503
00191.laz,12.0279,5.5821,2.1547,172128,3791,0.9921116920021501,0.9974273944478683,0.9991051531417736,0.9994351034961488,0.9992734230162231,1.447852118280534,3.1183740565235185,3.709175550306975,4.448589674018,4.565085419677469
00193.laz,10.0082,4.3667,2.2919,40210,2059,0.9943727638853636,0.9818294616534132,0.9987995372850963,0.999288046285948,0.9998565479733788,1.3727837995904475,3.0538056661481723,2.922933776259009,2.602450091799531,3.9800750849207542
00195.laz,13.1456,9.8021,1.3411,232558,59527,0.9971897102213985,0.9899270082280119,0.9873009353250057,0.998945778109627,0.9970467186642021,0.9912329361062423,1.5431773173271692,3.9071754403262537,4.978683046771545,4.864899414282312
00196.laz,15.461,9.8742,1.5658,1504005,91160,0.9931256612864345,0.9999988806032875,0.9995472652593189,1.519424808553663,3.690132643406048,4.935399908002232,5.71627158572714,6.683041925905453,5.224769217372553,4.227344644427324
00197.laz,6.9826,4.8417,1.4422,4280,1536,1.2357222438326445,0.9991952006978396,1.3771765897078554,1.8115758488603144,1.9591933489565165,1.9731248330113484,2.751227381264458,1.1378124369513265,1.8709349127483805,2.447313477710493
00198.laz,10.6287,4.9305,2.1557,43507,1700,0.9954958956182497,0.9999916788093054,0.9995719110151003,0.98319175189127,0.999917244411671,0.9939594647217938,0.9747655608898123,2.637731680982108,4.382799081945844,4.212850619139034
00199.laz,8.5213,9.9412,0.8572,25050,78366,0.9626972561626961,0.9993184622827403,0.9999707073890909,0.9997185962764404,0.9917033083725818,0.9982159477377957,0.9990828410857145,2.0436253877958896,0.9842708266479423,2.7932791321636623
00200.laz,14.3006,10.1729,1.4058,564254,92064,0.9994441253184884,0.9926129634065732,0.9990750955091616,0.9978505405941207,0.9986815345728508,0.9855790740338373,2.970285991995048,5.374201870602559,5.996684890417597,4.448765770096529
00201.laz,8.6451,4.5835,1.8861,19647,1347,0.9897241792177578,0.9999200708207958,0.9913576755287835,0.9405656063719868,0.9935520979193538,0.9918759932785571,0.9987660700977423,0.9953011071856315,2.156961295526952,3.1310776701104763
00203.laz,9.2901,4.5631,2.0359,35625,2021,0.9943951648568089,0.9987548306077224,0.9999336894575959,1.3813687667673367,3.131020813408908,2.8211566708212548,2.8380940978422213,4.29290786237075,2.990684929770162,1.5352205057028747
00206.laz,13.763,9.0954,1.5132,423443,37585,0.9956499466637242,0.9994046579210708,0.9991280086392378,0.9999887007458999,0.997172077015953,2.9482505240680594,3.7911028809295426,5.332193564609879,5.588486460831297,4.157897051678269
00207.laz,9.7289,4.3082,2.2582,31566,1949,0.9961966338535632,0.992285685336458,0.9987128676473055,0.9997590276258188,0.9985573916036715,0.9982699919259251,1.406066943537381,0.9967310522537753,2.8692858133864934,3.791330554599201
00209.laz,10.6977,5.2352,2.0434,71056,2276,0.9915130845636243,0.9995142119432469,0.9969733457584407,0.999804397420172,1.3009969956483236,1.8376142139520635,1.4151197469425891,3.299196594333877,3.242823383688072,3.386297376660364
00210.laz,11.236,6.1196,1.8361,124710,4520,0.998213675480743,0.9997155589602662,0.9949552056156117,0.9999255265726319,0.9987948087191368,0.9856475017715006,0.999098794835223,2.7960396554316964,3.110175718939539,4.277405974490832
00211.laz,5.8416,4.7467,1.2306,4536,1360,0.9602722057629874,0.9998484829291058,0.9909597333982689,0.9999649207935277,0.9959505377860031,0.9912594819513163,0.9971988697400227,0.9992313170354361,0.9997378169586302,0.9483190833715304
00213.laz,8.1124,4.0245,2.0157,14174,1195,0.9978285364374468,0.9983708997107047,0.9981054858492203,0.972952863539965,0.9525723357984602,0.9995449832807118,0.9440540866419916,0.9421419782894989,2.1045772574136357,2.8796766324460927
00214.laz,10.5586,4.177,2.5278,50586,1378,0.9950600468156066,0.9963215302529563,0.980381191245826,0.9955765766546766,0.9979937883781391,0.995988182373356,0.999409334884575,2.0365171509575855,4.0553786720858085,3.75224405689541
00215.laz,10.724,5.2129,2.0572,55656,1773,0.9923819061689463,0.9763939926031214,0.9997041853603538,0.9869932241745984,0.9999995492211436,0.9959803779517629,2.6866919722341573,3.995598490275602,3.236826628532757,3.544887108020545
00217.laz,9.4734,4.2249,2.2423,32576,1786,0.9874985868292692,0.9997751067669498,0.9890870954864681,0.989281286071015,0.9969304542340818,2.7109280845568056,2.2524085581644817,1.002372237267771,3.3916660091414155,3.347323625761219
00218.laz,10.2658,3.3181,3.0938,50819,1214,0.999792765854127,0.9967673769642498,0.9768796798996494,1.1811685972067634,0.9934735680816688,0.9896502561461715,0.9998663287780591,1.0349586036691003,4.059362860113518,4.190311778848845
00219.laz,8.9578,5.028,1.7816,31252,1974,0.9996290049359088,0.9981396675759823,0.9948286408293688,0.9998830819045935,0.9972394347751963,0.957033175337809,0.9986673556910838,0.9987534178936208,2.5480496980361025,3.6995944379288637
