filename,height,crown_volume,tree_volume,tree_area,crown_diameter,crown_area,point_density,crown_ratio,stem_diameter,stem_quality,trunk_height,is_sapling,p10_height_rel,p90_height_rel,p50_height_rel
00088.laz,3.773,0.017834680166666665,0.03102738766666668,1.252682274086785,0.119,0.8140090538488673,1537.2382719321495,0.574804439170585,0.023898511741773137,1.0,1.0,0,0.1038961038961039,0.9003710575139148,0.4488470712960509
00090.laz,16.694,45.00748693833329,48.18290537299999,96.51989081587486,3.3040000000000003,90.17221244641638,9012.938780400144,0.934096576159434,0.09948103879122323,0.9848771266540642,1.2,0,0.1375344435126393,0.9374026596381935,0.7527854318916977
00092.laz,6.9190000000000005,4.882387797833333,5.549752004666664,21.863074749065216,1.976,19.197582664109774,4418.413065471888,0.8797488236821828,0.025492674112610546,0.9884169884169884,1.0,0,0.2994652406417112,0.9494146552970082,0.8207833501951148
00093.laz,6.791,3.886407328499999,4.787077170833338,19.84939342613445,1.758,16.521736330444817,4388.160801060227,0.8118539120653971,0.023248488801359858,1.0,1.0,0,0.25106758945663377,0.9430128110734796,0.887498159328523
00094.laz,7.972,8.09095376866667,9.116912703666666,30.096635848728802,2.196,26.776777821906332,4212.870045158053,0.8874664079445038,0.02937305127709368,0.9942528735632183,1.0,0,0.22170095333667839,0.9057952834922227,0.7585298544907174
00095.laz,8.626,6.592530487666668,7.255228887333333,28.231488984384477,1.941,25.52552004839393,3536.0537908648275,0.9086592015279286,0.02851258610041083,1.0,1.0,0,0.22039183862740558,0.963934616276374,0.7359146765592396
00098.laz,21.402,166.6975302596668,274.61510907233315,281.9042442445573,7.322,176.33003419495975,12870.058873002523,0.6070224279457215,0.1129309356303764,0.9788583509513742,9.599999999999998,0,0.1658256237734791,0.9148677693673489,0.7449771049434633
00099.laz,6.5920000000000005,0.28095812466666664,0.35614768466666696,6.424554041635272,1.047,5.309148147782051,3146.8446601941746,0.7888809523768959,0.06557915817171361,0.9965694682675815,1.0,0,0.16398665048543687,0.8850121359223301,0.5438410194174756
00100.laz,7.5440000000000005,3.137439777166667,3.6000299390000006,18.06966947232419,1.471,15.814723284927858,1864.3955461293742,0.871503801448432,0.022145345376559898,1.0,1.0,0,0.1417020148462354,0.9616914103923647,0.7470837751855779
00101.laz,9.192,11.355944999833332,12.517456145666669,37.42098417949036,2.313,33.9344120871933,3758.812010443864,0.9072086906223807,0.03075737113093066,0.9810725552050473,1.0,0,0.26512184508268055,0.9609442993907746,0.8141862489120975
00102.laz,8.28,13.200398484833341,14.817706096833325,38.895699263021534,2.829,34.85207318074417,5636.956521739131,0.8908530374788837,0.030906922097134325,1.0,1.0,0,0.3703623188405798,0.9333333333333333,0.7684782608695653
00104.laz,8.801,6.786567697333333,7.6088111456666665,28.251786717297314,2.032,25.254929797265312,2194.409726167481,0.8919353585478839,0.024018355560337552,1.0,1.0,0,0.21838427451425974,0.9581865697079877,0.8416089080786274
00105.laz,17.839,158.0406667236666,286.71692892849995,282.16151246087855,9.827,167.95809482988267,19905.936431414317,0.5512080061483847,0.11616179812462439,0.9818562456385206,9.399999999999999,0,0.2664387017209485,0.8723583160491061,0.7499859857615337
00106.laz,9.365,17.98476820450001,19.92984811033332,48.777032018579874,2.908,44.278073495913794,5394.340630005339,0.9024036763820183,0.032882156148207324,1.0,1.0,0,0.30012813667912447,0.9636946075814202,0.8359850507207688
00107.laz,7.231,6.316162467166669,6.666415773166666,26.559695418703352,2.162,24.811836359305072,5115.6133314894205,0.9474600268093359,0.02581743711920262,0.944578313253012,1.0,0,0.23482229290554557,0.9297469229705435,0.7427741667819113
00108.laz,8.185,2.2851921039999996,2.5586442916666665,16.892808096492402,1.041,15.226044932345763,5056.078191814294,0.8931261416222324,0.06676522547024448,0.9720430107526882,1.0,0,0.16350641417226636,0.8897617593158221,0.4907758094074527
00109.laz,21.124,431.4006951036667,623.9623642884991,434.58760127526756,11.65,311.8365286892776,38243.41980685476,0.6913889679798085,0.17117872060221057,0.9854389721627409,8.200000000000003,0,0.34837152054535125,0.88714258663132,0.7618822192766522
00110.laz,15.394,54.91950427783335,59.64119146733326,114.40573801787045,5.398,105.47042814207751,11782.512667272964,0.9208317762718393,0.09545466179982412,0.9322169059011164,1.2,0,0.23145381317396388,0.9393270105235807,0.7465246199818112
00111.laz,8.808,17.22610833549999,19.015557289999986,47.26326792401545,3.407,42.989047895176626,6049.046321525886,0.9058955292653431,0.028128610196808075,1.0,1.0,0,0.36909627611262485,0.9532243415077204,0.8935059037238874
00112.laz,18.38,112.29229195950003,165.43309058950007,202.28390938539061,6.579,138.98508460419325,20778.726877040262,0.6787776953169438,0.1540919381080142,0.9869948908499768,6.800000000000003,0,0.19934711643090317,0.9345484221980414,0.7319912948857454
00113.laz,6.908,4.879874170333335,5.370265973166668,21.026623710745397,1.792,18.963274801040907,5109.583092067168,0.9086838891623528,0.1165429385855319,0.8962818003913894,1.2,0,0.2474811812391431,0.9422408801389693,0.8828894035900405
00114.laz,13.506,56.707417769500026,82.5413965235,118.71237071199603,4.891,81.40319547245291,21395.675995853693,0.687017910502097,0.11849415819893065,0.9847383720930233,5.400000000000002,0,0.3799052273063824,0.9440248778320747,0.8195616762920184
00115.laz,9.23,11.93307673816666,13.292988824499998,38.61501020173358,2.7960000000000003,34.73716621201862,5020.693391115926,0.8976970413285148,0.03153318134367426,0.9978213507625272,1.0,0,0.2210184182015168,0.9575297941495126,0.8573131094257854
00116.laz,7.62,4.3524236635,4.810898369166665,21.124763632722797,1.5050000000000001,18.953839096892235,3398.6876640419946,0.9047008125124703,0.02226722690751724,0.9928571428571429,1.0,0,0.23425196850393704,0.9509186351706037,0.8853018372703413
00117.laz,7.4990000000000006,8.611363888666657,9.817231470333327,30.518892294754377,2.432,26.857981259862612,5560.6080810774765,0.8771682642595645,0.024678111142928335,1.0,1.0,0,0.333751166822243,0.9535938125083343,0.9021202827043606
00118.laz,14.337,173.1599616448334,183.55856126133338,192.17487681436734,7.041,181.91636679916493,20357.745692962268,0.9433499612055934,0.07795454869403576,0.9854862119013063,1.0,0,0.4680198088860989,0.9447583176396736,0.8383901792564693
00119.laz,9.378,16.66820350633332,18.569037951166663,50.99147458286329,3.856,46.03657756635897,3232.9921091917254,0.8976341989373813,0.02750746754327774,1.0,1.0,0,0.18029430582213696,0.9482832160375347,0.8935807208359993
00121.laz,21.003,171.06613832033355,263.54056137449993,264.54788782479966,6.635,175.01905852505527,12502.309193924677,0.6491074369278695,0.11636757169192996,0.984375,8.200000000000003,0,0.22458696376708093,0.8710660381850213,0.7696995667285625
00122.laz,9.356,16.204923234499997,17.77252461016666,44.97807162239098,2.838,40.90435565181569,5902.843095339889,0.9117963592651364,0.031868263220726264,1.0,1.0,0,0.38403163745190255,0.9489097905087645,0.8454467721248397
00123.laz,20.872,612.7377807328337,972.4719927485005,550.523231980918,14.5,386.8508948860214,36608.94978919126,0.6300827019203412,0.19617271608729325,0.9619105199516325,9.999999999999996,0,0.4437044844768111,0.8719816021464162,0.7568033729398237
00124.laz,5.768,3.1450431535000005,3.7876650568333337,17.195136689899137,1.933,14.42621178856353,2360.610263522885,0.8303382443561165,0.020640922045755822,0.9942528735632183,1.0,0,0.2245145631067961,0.9407073509015257,0.8841886269070737
00125.laz,8.111,8.594507922333332,10.123165411166665,31.335337737282956,2.199,26.805988073776085,3610.5289113549497,0.8489941212313787,0.06034813423965695,0.9340277777777778,1.4,0,0.29150536308716557,0.9642460855628158,0.9240537541610159
00126.laz,10.379,44.907400523999975,48.328868891666666,85.48714161866927,5.187,78.86536228242953,17511.513633298007,0.9292044600643105,0.047323554596448415,0.9762845849802372,1.0,0,0.5217265632527218,0.9164659408420851,0.7326332016571925
00127.laz,8.442,1.0993162445,8.811442754666666,33.85403496336258,1.611,5.626837730453687,3624.2596541104003,0.12476007336230907,0.23620623589917186,0.9460043196544277,7.200000000000004,0,0.1890547263681592,0.9722814498933902,0.9271499644633973
00128.laz,2.2800000000000002,0.01109161516666667,0.025787785666666667,0.8873695405273144,0.155,0.43723288421633544,1307.8947368421052,0.43011118946143984,0.042863885531977466,0.9625850340136054,1.0,0,0.07456140350877193,0.8390350877192981,0.41798245614035084
00129.laz,8.493,3.437372813333334,3.7403397741666686,19.36670975204122,1.26,17.583482030833892,3142.470269633816,0.9190001499527314,0.023144486181742033,1.0,1.0,0,0.24429530201342284,0.7733427528552926,0.5191334039797479
00130.laz,16.565,266.64498296833335,281.79006317133326,259.515314873369,8.961,246.77778268757223,25987.383036522788,0.9462540302785928,0.08356947035009858,0.9882845188284519,1.0,0,0.5399939631753697,0.9063084817386055,0.8143676426199818
00132.laz,6.179,5.393115583500003,6.322068404666664,21.893769181062396,2.0020000000000002,18.774571891659633,3785.8876840912767,0.8530618839111341,0.02667963396462165,1.0,1.0,0,0.28697200194206185,0.9536818255381129,0.8739278200356045
00133.laz,7.409,6.4997649988333315,7.320908853166667,25.293323626850476,1.865,22.441943146743817,4470.238898636793,0.8878358041600055,0.03137302630052732,0.9915014164305949,1.0,0,0.21311917937643407,0.947766230260494,0.8706977999730059
00134.laz,8.42,13.968305799333331,15.55155722533333,41.35900589453186,3.161,37.22691291374733,6663.657957244655,0.8981933832696254,0.02938549667158177,0.996268656716418,1.0,0,0.2915676959619953,0.9365795724465559,0.8194180522565321
00135.laz,11.667,21.33361586766667,32.30186886983332,75.06703957152081,2.895,53.29907142494761,6712.693923030771,0.6604452502000623,0.038645844272193725,0.9980119284294234,1.0,0,0.24760435416130977,0.9669152309934003,0.904688437473215
00136.laz,7.726,4.486723214666671,4.929376911166667,21.5830904206269,1.5330000000000001,19.424124933324656,3655.190266632151,0.9102008824893792,0.026608116112504555,1.0,1.0,0,0.2549702303908879,0.8798860988868755,0.5742298731555786
00137.laz,3.443,0.7037654968333331,1.5264008221666658,8.403159608207988,1.331,4.302981901158632,6497.821667150741,0.4610620530421136,0.15849984064056294,0.9645669291338582,2.1999999999999997,0,0.44060412431019463,0.9108335753703166,0.7995933778681382
00139.laz,9.06,8.050968112833333,8.835433821500002,31.305981357760906,1.934,28.26797080427461,3038.5209713024283,0.9112136738823438,0.06313885729332513,0.9408450704225352,1.2,0,0.15030905077262696,0.9609492273730684,0.6757174392935982
00140.laz,18.223,335.2395932793334,395.48972013549974,326.0019528474333,9.613,282.69625260528227,20931.130988311477,0.847656907907685,0.11185326039076175,0.9942363112391931,3.2000000000000006,0,0.26779344784064096,0.9581298359216376,0.8968885474400484
00141.laz,12.876,82.19209915316675,89.94524726466665,130.81880590179497,5.705,120.41333181805021,16020.192606399503,0.9138014698132296,0.0632968109361825,0.9770114942528736,1.2,0,0.498524386455421,0.9384902143522833,0.8647872009940976
00142.laz,8.66,9.105171705833332,10.036304301333336,32.225348952608606,2.184,29.168541872398414,3883.6027713625867,0.9072235588376587,0.02901726018512717,0.9946949602122016,1.0,0,0.23153579676674366,0.9598152424942262,0.793418013856813
00143.laz,8.094,8.407793293499992,9.465334479166657,30.876192127133315,2.209,27.541054771141,5075.611564121572,0.8882721801332717,0.034019757498122236,0.9475524475524476,1.0,0,0.22127501853224615,0.9573758339510751,0.8917716827279467
00144.laz,13.408,44.77657469133336,48.41059944216668,94.71040491116081,6.180000000000001,87.76586122767215,9193.839498806683,0.9249332833571979,0.08655011345934947,0.9643221202854231,1.0,0,0.20353520286396182,0.9322046539379476,0.7986276849642006
00145.laz,8.301,7.739203947666667,8.671914113833326,29.935817167355577,2.347,26.77685915969227,5036.381158896518,0.8924447182106183,0.03289891989512315,0.9761904761904762,1.0,0,0.29172388868810994,0.9454282616552222,0.8992892422599686
00146.laz,7.1530000000000005,5.688892485333333,6.269028310166668,23.793130893874626,1.738,21.361843365257037,3181.7419264644204,0.9074600087716127,0.035398469427534884,0.8694444444444445,1.0,0,0.20352299734377186,0.9439396057598209,0.8031595134908429
00147.laz,15.945,225.43238909866656,344.0173744680004,317.6563769853046,11.239,223.53388753426344,27466.290373157728,0.6552936154671911,0.12629899114206086,0.9698189134808853,6.200000000000003,0,0.342238946378175,0.9306992787707745,0.8844778927563499
00150.laz,9.093,16.049865062666676,17.841942986666666,51.62073978501309,4.271,46.565193311257794,6523.479599692071,0.8995581408740508,0.033985845588445605,0.9970501474926253,1.0,0,0.3713845815462444,0.9244473771032663,0.7781810183657759
00151.laz,17.005,162.6245146288333,271.76707531750003,253.5148091122618,7.6610000000000005,161.31572169293912,19101.67597765363,0.5983966764143241,0.1010391530896341,0.9850917431192661,8.400000000000002,0,0.43120258747427265,0.9078506321670098,0.8006468685680683
00152.laz,10.386000000000001,17.723340516000007,19.505054420333334,50.4707484207642,3.039,46.03312621879541,8589.158482572693,0.9086537332356298,0.03840619182724729,0.9984152139461173,1.0,0,0.3178316965145388,0.9478143654920084,0.8564413633737723
00153.laz,17.122,146.23762823149985,245.42714450400015,243.36743206977653,8.104000000000001,158.32726139812416,18371.043102441305,0.5958494465925563,0.11052366545784709,0.9818024263431543,7.600000000000004,0,0.36204882607172056,0.9370400654129191,0.8522368882139937
00155.laz,9.84,15.212549996333337,16.819828591499984,44.44220665820822,2.6670000000000003,40.39230692534984,7040.548780487805,0.9044414402665854,0.036378999956985084,0.997867803837953,1.0,0,0.3489837398373984,0.9573170731707317,0.918089430894309
00156.laz,8.215,6.507494175000003,7.17288853716667,27.326912831643526,2.226,24.532406780316368,4073.7674984783935,0.9072348108131204,0.02419837266746927,1.0,1.0,0,0.21631162507608037,0.9567863664029216,0.799026171637249
00157.laz,12.111,9.261844298833333,13.819874291833342,50.82884174000828,1.84,35.95562678139264,3395.921063495995,0.6701829628295887,0.054717956664452845,0.9891640866873065,1.2,0,0.12542316901989928,0.8781273222690116,0.660886797126579
00158.laz,7.357,6.562561634000001,7.710325269833332,26.856930852885426,1.952,23.040819246696472,4788.636672556749,0.8511394013007519,0.03219464746806838,0.9882005899705014,1.0,0,0.2526845181459834,0.948348511621585,0.7945494087263829
00159.laz,11.17,0.8474956360000006,0.988761527333333,12.141209460535134,0.488,10.716257557797595,4737.511190689346,0.8571284506646175,0.09390353194382624,0.9857040743388135,1.0,0,0.06911369740376007,0.8520143240823634,0.37788719785138764
00160.laz,10.946,23.763163498499978,26.093405083500013,60.49349745408771,3.5300000000000002,55.41275736849822,8518.819660149826,0.9106961480288539,0.04688046044270233,0.9973045822102425,1.0,0,0.47611913027589997,0.9544125708021196,0.8288872647542482
00161.laz,8.015,13.202917552833332,14.620173210666668,38.53282832898081,2.8120000000000003,34.842277783846164,6809.606986899563,0.903061636998984,0.030352187539941036,0.996551724137931,1.0,0,0.4079850280723643,0.9413599500935744,0.8477854023705551
00162.laz,18.282,136.55723143000006,230.54290147633338,262.5362606709683,6.649,157.92163754052532,14836.341756919373,0.5923289355496312,0.11389657274509389,0.9984375,7.200000000000004,0,0.23394595777267257,0.9488021004266491,0.8138606279400503
00163.laz,8.662,21.440260960333344,23.88741500883334,51.47926120557871,3.345,46.491664263044015,9031.055183560378,0.8975546727180375,0.03554649483278148,0.9981718464351006,1.0,0,0.35384437774186095,0.9448164396213345,0.8697760332486723
00165.laz,8.204,11.48024389149999,12.806806587166665,36.42620060568276,2.372,32.54106295672148,6618.84446611409,0.8964173709786493,0.03665211733255334,0.9974489795918368,1.0,0,0.37225743539736716,0.9577035592393953,0.87091662603608
00167.laz,8.996,8.1543307375,8.580897362333333,31.346743702708277,2.1390000000000002,29.32600257006844,3601.044908848377,0.9502888093376122,0.025085567698339535,1.0,1.0,0,0.21631836371720764,0.9560471320586929,0.8917296576256114
00168.laz,14.976,40.3210588645,42.91399516133332,88.13782787296176,3.229,82.87816310168864,11580.328525641025,0.9395783056999172,0.07491981689910168,1.0,1.0,0,0.2827190170940171,0.913795405982906,0.6654647435897436
00169.laz,7.847,6.7244981286666645,7.776674876833334,27.29976853404989,2.048,23.638810242005462,4372.37160698356,0.8647009467631086,0.05810937347641873,0.9941747572815534,1.2,0,0.18808461832547468,0.9567987766025232,0.8770230661399261
00170.laz,8.662,6.039175932499999,7.525343952333333,28.874832980736816,1.731,23.528672871824032,5625.259755252828,0.8025116155159223,0.03226184764917245,1.0,1.0,0,0.26379589009466636,0.9595936273377971,0.8135534518586931
00171.laz,8.763,12.46659765733333,14.036868288833343,39.291952744925986,2.628,35.13917879777849,4494.579481912587,0.8881324096522868,0.0256700821546463,0.9876543209876543,1.0,0,0.3329339267374187,0.957662900833048,0.8895355471870364
00172.laz,8.185,7.674489659333341,8.64422217816667,29.20439749049005,2.211,25.931117588164316,4361.881490531459,0.8878172611894855,0.02879316238362097,1.0,1.0,0,0.26674404398289564,0.9583384239462431,0.8806353084911424
00173.laz,19.337,33.00680798983331,49.62351686599998,113.13139741408123,4.005,72.63018603948942,6230.801054972333,0.6651444733141886,0.13313890115724572,0.9823446327683616,7.600000000000004,0,0.09980865697884883,0.8308941407664064,0.5138335832859285
00174.laz,6.393,4.747232609999993,5.467495790666665,20.78521349184012,1.85,18.009784248459138,7178.007195369936,0.8682645203136319,0.023938019692761287,0.9971590909090909,1.0,0,0.38241826998279366,0.9427498826841859,0.8704833411543877
00175.laz,16.568,155.6474943883334,206.1735247288334,212.48385531411978,7.6690000000000005,163.07969149596886,25806.373732496377,0.7549344397785622,0.10389449957652541,0.9883296863603209,5.200000000000002,0,0.4177329792370835,0.9150169000482857,0.7626750362143891
00176.laz,9.988,10.578383876166667,11.576382510833321,36.758671956421466,2.285,33.63796289418542,4984.080897076492,0.9137901124351485,0.033218521823661,1.0,1.0,0,0.20865038045654788,0.961153384060873,0.9051862234681619
00177.laz,8.139,13.111386443833341,14.475517903000002,38.34009560279555,2.794,34.67165479862597,9218.700086005652,0.9057628564098595,0.03893820539562603,0.9680851063829787,1.0,0,0.4525125936847279,0.950853913257157,0.8922472048163166
00178.laz,8.34,4.987362614333335,5.481886887333332,23.468864664256294,1.608,21.262952034119806,3506.834532374101,0.9097894058809085,0.025835748491594424,1.0,1.0,0,0.2605035971223022,0.9449640287769785,0.7660671462829737
00180.laz,4.496,0.26424938833333333,0.34911425716666683,4.414997671227522,0.5740000000000001,3.426380788581279,1980.2046263345194,0.7569137693714437,0.03901514576843541,0.9616613418530351,1.0,0,0.12348754448398579,0.8071174377224198,0.5478202846975089
00181.laz,10.74,22.96660603766667,25.923691227166664,58.13310093197198,3.384,51.74744049704297,6652.607076350093,0.8859311676108407,0.06448312302192336,0.9694835680751174,1.4,0,0.3871508379888268,0.9377094972067038,0.8712290502793295
00182.laz,8.201,8.618747214333336,9.7156760325,31.52668511650467,2.2760000000000002,28.057863127565284,5598.097792952079,0.8870970157406117,0.031038988591872645,1.0,1.0,0,0.2828923302036337,0.9617119863431289,0.9150103645896842
00183.laz,9.971,13.314011216333338,14.64461434800001,42.192347918685606,2.597,38.263737266714294,8001.604653495136,0.9091404457606362,0.031318662832546744,0.9976851851851852,1.0,0,0.33838130578678166,0.9634941329856583,0.8354227259051249
00186.laz,7.867,7.89704910833333,8.891178606000008,28.983254472386005,2.1390000000000002,25.828064450661124,4595.398500063557,0.8881892332029173,0.025817223061379194,1.0,1.0,0,0.312571501207576,0.9523325282826999,0.8812762171094445
00189.laz,5.155,0.07382702383333335,0.10783872583333333,2.7150960606444103,0.348,2.0106668211949903,2967.7982541222113,0.684605861788782,0.04233594715267724,0.9930555555555556,1.0,0,0.13594568380213387,0.8880698351115422,0.5387002909796315
00190.laz,14.484,21.21640357516668,46.02879126066667,95.69231802477013,4.715,43.9933669556328,9808.616404308203,0.46093766518906815,0.12689351724043213,0.9706093189964158,9.0,0,0.1328362330847832,0.9463545981772992,0.6774371720519193
00191.laz,10.746,44.08707418716668,47.76829095366667,82.45815957509998,4.453,76.30849580942784,16370.649544016378,0.9229359750368581,0.05244010446517649,0.9732441471571907,1.0,0,0.3977293876791364,0.9512376698306346,0.8446863949376512
00193.laz,9.553,11.238241315500002,12.169529490833336,38.47777671703381,2.369,35.20650420408737,4424.683345545902,0.923473773079327,0.03291171950923985,0.9978902953586498,1.0,0,0.1957290903381137,0.9544645661048885,0.7037579817858264
00195.laz,17.681,132.31852811316674,307.39174880333314,281.8952840474343,9.062,145.38883666773157,16519.710423618573,0.4304556925430783,0.1338547775781248,0.9623529411764706,11.79999999999999,0,0.2669532266274532,0.9382953452859001,0.8552118092868051
00196.laz,21.12,964.6979063365006,1253.1302446636685,671.7804185847986,17.091,535.6546860222496,75528.64583333333,0.769830518770552,0.19526933478180403,0.9836976658021489,6.600000000000003,0,0.46231060606060603,0.8218276515151515,0.7113636363636364
00197.laz,4.649,0.7855270686666667,1.6488443798333337,12.20893939616857,0.788,6.35919423704169,1251.0217251021725,0.47641067785067037,0.023165954446899176,0.9617224880382775,1.0,0,0.11604646160464618,0.8628737362873736,0.48268444826844487
00198.laz,10.104000000000001,23.022173934833326,25.128766271833317,57.683600498754146,3.351,52.68756615514155,4474.16864608076,0.9161680953926792,0.05201005391008775,0.9156908665105387,1.4,0,0.2449524940617577,0.9638756927949327,0.8768804433887568
00199.laz,15.32,6.4907034745000045,21.990668720833344,71.03465400202866,2.839,22.66116977596318,6750.391644908616,0.295157166746407,0.1394446158425478,0.9988532110091743,11.199999999999992,0,0.09340731070496083,0.9102480417754569,0.4089425587467363
00200.laz,20.372,411.3395981430005,760.3189349716672,493.39486038550103,14.476,306.50204525481104,32216.66993913214,0.5410092781108086,0.14586654783202316,0.8266228430566968,11.199999999999992,0,0.40221873159238175,0.9121343019831141,0.8085116827017476
00201.laz,8.049,2.6525574498333335,3.0280625005000004,16.794599208309933,1.306,14.787800629601442,2608.2743197912787,0.8759916446227043,0.02231266242646952,1.0,1.0,0,0.18158777487886701,0.9686917629519196,0.9207354950925583
00203.laz,7.468,6.922062887833332,7.566508866333336,26.70836031501661,1.907,24.079448669018213,5040.974825923942,0.914829151741641,0.03259094957466021,0.9975903614457832,1.0,0,0.23714515265131228,0.8003481521156937,0.6699919657204072
00206.laz,15.989,209.9620540686669,318.4919072261666,280.44039629087587,10.708,196.8802083858218,28834.073425480015,0.659238270439221,0.10955830513164644,0.9554531490015361,6.400000000000003,0,0.45268622177747203,0.8895490649821752,0.7891675526924761
00207.laz,7.945,6.234580065666664,7.132461070000003,26.33834551486094,1.971,23.177185018006575,4218.376337319069,0.8741134377711594,0.031747845218392724,1.0,1.0,0,0.21611076148521083,0.9568281938325991,0.9127753303964757
00209.laz,10.228,15.766946026166666,16.90527190633333,46.98759311360448,2.334,43.41285040047426,7169.7301525224875,0.9326644441761268,0.05536592721201878,0.9144295302013423,1.0,0,0.2591024638247947,0.9469104419241299,0.7850997262416894
00210.laz,12.641,26.703602147499975,28.818505523000006,66.95627979553728,3.227,62.07833701189106,10223.083616802469,0.9266130100392566,0.08902477257847209,0.9898391193903472,1.0,0,0.19223162724468001,0.9565698916224983,0.8772249030931097
00211.laz,3.8120000000000003,0.01868884133333333,0.03224288183333334,1.280744594369868,0.20700000000000002,0.8258617436521629,1546.694648478489,0.5796268903610357,0.02512814254441116,1.0,1.0,0,0.13575550891920252,0.8729013641133263,0.4913431269674711
00213.laz,6.646,1.3797513616666661,1.5054649750000013,11.087978310976123,0.878,9.971897501169442,2312.518808305748,0.916495159023321,0.05375898347187484,0.9481268011527377,1.0,0,0.190189587721938,0.9706590430334037,0.7633162804694554
00214.laz,8.213000000000001,13.301399815499996,15.045035749666683,39.64935967518391,2.9410000000000003,35.39628612103214,6327.042493607694,0.884105563909656,0.028511045172433767,0.9918918918918919,1.0,0,0.34664556191403867,0.9459393644222573,0.8899305978327041
00215.laz,9.165000000000001,15.441016932833335,17.040366756833343,45.18734888698128,3.092,41.027863203818434,6266.1211129296225,0.9061434623548431,0.033171195704725175,0.9963702359346642,1.0,0,0.2861974904528096,0.9443535188216038,0.7694489907255865
00217.laz,8.337,8.031441231166667,8.839117160499999,30.914641166510965,2.179,27.920228697639946,4121.626484346887,0.9086248191230396,0.028998398797192536,1.0,1.0,0,0.2523689576586302,0.9481827995681901,0.827515893007077
00218.laz,7.4750000000000005,8.589683728499997,9.538546176,29.324826945622753,2.251,26.287990361940146,6960.936454849498,0.9005233680277774,0.028465297438791008,0.9022346368715084,1.0,0,0.36909698996655516,0.9535785953177257,0.8983277591973243
00219.laz,7.362,4.7864494150000025,5.465855084499999,22.189676490404246,1.719,19.463781009165054,4513.175767454496,0.8757000214977073,0.02436218668415448,1.0,1.0,0,0.20904645476772615,0.9665851670741646,0.8973105134474327
